STATION,STATION_NAME,DATE,TPCP
COOP:410950,BOQUILLAS RANGER STATION TX US,195512,2
COOP:410950,BOQUILLAS RANGER STATION TX US,195601,31.5
COOP:410950,BOQUILLAS RANGER STATION TX US,195602,0.8
COOP:410950,BOQUILLAS RANGER STATION TX US,195603,0
COOP:410950,BOQUILLAS RANGER STATION TX US,195604,0.8
COOP:410950,BOQUILLAS RANGER STATION TX US,195605,69.9
COOP:410950,BOQUILLAS RANGER STATION TX US,195606,25.4
COOP:410950,BOQUILLAS RANGER STATION TX US,195607,18.3
COOP:410950,BOQUILLAS RANGER STATION TX US,195608,18.5
COOP:410950,BOQUILLAS RANGER STATION TX US,195609,14.2
COOP:410950,BOQUILLAS RANGER STATION TX US,195610,8.4
COOP:410950,BOQUILLAS RANGER STATION TX US,195611,2.3
COOP:410950,BOQUILLAS RANGER STATION TX US,195612,4.1
COOP:410950,BOQUILLAS RANGER STATION TX US,195701,7.1
COOP:410950,BOQUILLAS RANGER STATION TX US,195702,22.9
COOP:410950,BOQUILLAS RANGER STATION TX US,195703,1.8
COOP:410950,BOQUILLAS RANGER STATION TX US,195704,11.4
COOP:410950,BOQUILLAS RANGER STATION TX US,195705,37.1
COOP:410950,BOQUILLAS RANGER STATION TX US,195706,9.7
COOP:410950,BOQUILLAS RANGER STATION TX US,195707,23.9
COOP:410950,BOQUILLAS RANGER STATION TX US,195708,0
COOP:410950,BOQUILLAS RANGER STATION TX US,195709,8.1
COOP:410950,BOQUILLAS RANGER STATION TX US,195710,50
COOP:410950,BOQUILLAS RANGER STATION TX US,195711,7.1
COOP:410950,BOQUILLAS RANGER STATION TX US,195712,4.8
COOP:410950,BOQUILLAS RANGER STATION TX US,195801,32.8
COOP:410950,BOQUILLAS RANGER STATION TX US,195802,17.3
COOP:410950,BOQUILLAS RANGER STATION TX US,195803,13.7
COOP:410950,BOQUILLAS RANGER STATION TX US,195804,0
COOP:410950,BOQUILLAS RANGER STATION TX US,195805,25.9
COOP:410950,BOQUILLAS RANGER STATION TX US,195806,13.5
COOP:410950,BOQUILLAS RANGER STATION TX US,195807,21.1
COOP:410950,BOQUILLAS RANGER STATION TX US,195808,20.8
COOP:410950,BOQUILLAS RANGER STATION TX US,195809,68.3
COOP:410950,BOQUILLAS RANGER STATION TX US,195810,52.6
COOP:410950,BOQUILLAS RANGER STATION TX US,195811,4.3
COOP:410950,BOQUILLAS RANGER STATION TX US,195812,9.7
COOP:410950,BOQUILLAS RANGER STATION TX US,195901,2.8
COOP:410950,BOQUILLAS RANGER STATION TX US,195902,4.1
COOP:410950,BOQUILLAS RANGER STATION TX US,195903,0
COOP:410950,BOQUILLAS RANGER STATION TX US,195904,14.5
COOP:410950,BOQUILLAS RANGER STATION TX US,195905,42.4
COOP:410950,BOQUILLAS RANGER STATION TX US,195906,31.5
COOP:410950,BOQUILLAS RANGER STATION TX US,195907,52.1
COOP:410950,BOQUILLAS RANGER STATION TX US,195908,53.1
COOP:410950,BOQUILLAS RANGER STATION TX US,195909,12.2
COOP:410950,BOQUILLAS RANGER STATION TX US,195910,27.2
COOP:410950,BOQUILLAS RANGER STATION TX US,195911,24.6
COOP:410950,BOQUILLAS RANGER STATION TX US,195912,4.6
COOP:410950,BOQUILLAS RANGER STATION TX US,196001,38.1
COOP:410950,BOQUILLAS RANGER STATION TX US,196002,2.5
COOP:410950,BOQUILLAS RANGER STATION TX US,196003,0
COOP:410950,BOQUILLAS RANGER STATION TX US,196004,17
COOP:410950,BOQUILLAS RANGER STATION TX US,196005,0.5
COOP:410950,BOQUILLAS RANGER STATION TX US,196006,9.1
COOP:410950,BOQUILLAS RANGER STATION TX US,196007,38.6
COOP:410950,BOQUILLAS RANGER STATION TX US,196008,48.8
COOP:410950,BOQUILLAS RANGER STATION TX US,196009,0
COOP:410950,BOQUILLAS RANGER STATION TX US,196010,33.3
COOP:410950,BOQUILLAS RANGER STATION TX US,196011,8.6
COOP:410950,BOQUILLAS RANGER STATION TX US,196012,22.6
COOP:410950,BOQUILLAS RANGER STATION TX US,196101,42.4
COOP:410950,BOQUILLAS RANGER STATION TX US,196102,1.8
COOP:410950,BOQUILLAS RANGER STATION TX US,196103,5.6
COOP:410950,BOQUILLAS RANGER STATION TX US,196104,2
COOP:410950,BOQUILLAS RANGER STATION TX US,196105,45.2
COOP:410950,BOQUILLAS RANGER STATION TX US,196106,34
COOP:410950,BOQUILLAS RANGER STATION TX US,196107,99.6
COOP:410950,BOQUILLAS RANGER STATION TX US,196108,4.8
COOP:410950,BOQUILLAS RANGER STATION TX US,196109,11.9
COOP:410950,BOQUILLAS RANGER STATION TX US,196110,14.2
COOP:410950,BOQUILLAS RANGER STATION TX US,196111,17.3
COOP:410950,BOQUILLAS RANGER STATION TX US,196112,1.3
COOP:410950,BOQUILLAS RANGER STATION TX US,196201,0.8
COOP:410950,BOQUILLAS RANGER STATION TX US,196202,2.8
COOP:410950,BOQUILLAS RANGER STATION TX US,196203,2.3
COOP:410950,BOQUILLAS RANGER STATION TX US,196204,6.9
COOP:410950,BOQUILLAS RANGER STATION TX US,196205,21.3
COOP:410950,BOQUILLAS RANGER STATION TX US,196206,35.6
COOP:410950,BOQUILLAS RANGER STATION TX US,196207,72.9
COOP:410950,BOQUILLAS RANGER STATION TX US,196208,30.5
COOP:410950,BOQUILLAS RANGER STATION TX US,196209,13.7
COOP:410950,BOQUILLAS RANGER STATION TX US,196210,19.8
COOP:410950,BOQUILLAS RANGER STATION TX US,196211,3.8
COOP:410950,BOQUILLAS RANGER STATION TX US,196212,11.9
COOP:410950,BOQUILLAS RANGER STATION TX US,196301,4.3
COOP:410950,BOQUILLAS RANGER STATION TX US,196302,13.7
COOP:410950,BOQUILLAS RANGER STATION TX US,196303,5.1
COOP:410950,BOQUILLAS RANGER STATION TX US,196304,8.6
COOP:410950,BOQUILLAS RANGER STATION TX US,196305,33.5
COOP:410950,BOQUILLAS RANGER STATION TX US,196306,11.2
COOP:410950,BOQUILLAS RANGER STATION TX US,196307,55.1
COOP:410950,BOQUILLAS RANGER STATION TX US,196308,35.8
COOP:410950,BOQUILLAS RANGER STATION TX US,196309,29
COOP:410950,BOQUILLAS RANGER STATION TX US,196310,72.6
COOP:410950,BOQUILLAS RANGER STATION TX US,196311,8.9
COOP:410950,BOQUILLAS RANGER STATION TX US,196312,16.3
COOP:410950,BOQUILLAS RANGER STATION TX US,196401,8.1
COOP:410950,BOQUILLAS RANGER STATION TX US,196402,0
COOP:410950,BOQUILLAS RANGER STATION TX US,196403,6.6
COOP:410950,BOQUILLAS RANGER STATION TX US,196404,2.8
COOP:410950,BOQUILLAS RANGER STATION TX US,196405,5.1
COOP:410950,BOQUILLAS RANGER STATION TX US,196406,18.8
COOP:410950,BOQUILLAS RANGER STATION TX US,196407,62.5
COOP:410950,BOQUILLAS RANGER STATION TX US,196408,15.5
COOP:410950,BOQUILLAS RANGER STATION TX US,196409,78.5
COOP:410950,BOQUILLAS RANGER STATION TX US,196410,7.4
COOP:410950,BOQUILLAS RANGER STATION TX US,196411,0
COOP:410950,BOQUILLAS RANGER STATION TX US,196412,31
COOP:410950,BOQUILLAS RANGER STATION TX US,196501,4.6
COOP:410950,BOQUILLAS RANGER STATION TX US,196502,11.2
COOP:410950,BOQUILLAS RANGER STATION TX US,196503,0.5
COOP:410950,BOQUILLAS RANGER STATION TX US,196504,0
COOP:410950,BOQUILLAS RANGER STATION TX US,196505,29.2
COOP:410950,BOQUILLAS RANGER STATION TX US,196506,11.4
COOP:410950,BOQUILLAS RANGER STATION TX US,196507,14.7
COOP:410950,BOQUILLAS RANGER STATION TX US,196508,34.5
COOP:410950,BOQUILLAS RANGER STATION TX US,196509,80
COOP:410950,BOQUILLAS RANGER STATION TX US,196510,0
COOP:410950,BOQUILLAS RANGER STATION TX US,196511,3.6
COOP:410950,BOQUILLAS RANGER STATION TX US,196512,11.2
COOP:410950,BOQUILLAS RANGER STATION TX US,196601,3.8
COOP:410950,BOQUILLAS RANGER STATION TX US,196602,1
COOP:410950,BOQUILLAS RANGER STATION TX US,196603,0.3
COOP:410950,BOQUILLAS RANGER STATION TX US,196604,5.6
COOP:410950,BOQUILLAS RANGER STATION TX US,196605,8.1
COOP:410950,BOQUILLAS RANGER STATION TX US,196606,91.7
COOP:410950,BOQUILLAS RANGER STATION TX US,196607,17
COOP:410950,BOQUILLAS RANGER STATION TX US,196608,54.1
COOP:410950,BOQUILLAS RANGER STATION TX US,196609,32
COOP:410950,BOQUILLAS RANGER STATION TX US,196610,32.3
COOP:410950,BOQUILLAS RANGER STATION TX US,196611,0
COOP:410950,BOQUILLAS RANGER STATION TX US,196612,0
COOP:410950,BOQUILLAS RANGER STATION TX US,196701,0.3
COOP:410950,BOQUILLAS RANGER STATION TX US,196702,9.4
COOP:410950,BOQUILLAS RANGER STATION TX US,196703,11.2
COOP:410950,BOQUILLAS RANGER STATION TX US,196704,0.3
COOP:410950,BOQUILLAS RANGER STATION TX US,196705,13.2
COOP:410950,BOQUILLAS RANGER STATION TX US,196706,19.8
COOP:410950,BOQUILLAS RANGER STATION TX US,196707,13.7
COOP:410950,BOQUILLAS RANGER STATION TX US,196708,31.2
COOP:410950,BOQUILLAS RANGER STATION TX US,196709,34
COOP:410950,BOQUILLAS RANGER STATION TX US,196710,41.1
COOP:410950,BOQUILLAS RANGER STATION TX US,196711,0.5
COOP:410950,BOQUILLAS RANGER STATION TX US,196712,4.1
COOP:410950,BOQUILLAS RANGER STATION TX US,196801,11.9
COOP:410950,BOQUILLAS RANGER STATION TX US,196802,23.6
COOP:410950,BOQUILLAS RANGER STATION TX US,196803,18.8
COOP:410950,BOQUILLAS RANGER STATION TX US,196804,29.7
COOP:410950,BOQUILLAS RANGER STATION TX US,196805,2.3
COOP:410950,BOQUILLAS RANGER STATION TX US,196806,4.3
COOP:410950,BOQUILLAS RANGER STATION TX US,196807,16
COOP:410950,BOQUILLAS RANGER STATION TX US,196808,56.4
COOP:410950,BOQUILLAS RANGER STATION TX US,196809,52.1
COOP:410950,BOQUILLAS RANGER STATION TX US,196810,17
COOP:410950,BOQUILLAS RANGER STATION TX US,196811,17.3
COOP:410950,BOQUILLAS RANGER STATION TX US,196812,2.3
COOP:410950,BOQUILLAS RANGER STATION TX US,196901,11.7
COOP:410950,BOQUILLAS RANGER STATION TX US,196902,0
COOP:410950,BOQUILLAS RANGER STATION TX US,196903,0
COOP:410950,BOQUILLAS RANGER STATION TX US,196904,1.5
COOP:410950,BOQUILLAS RANGER STATION TX US,196905,21.6
COOP:410950,BOQUILLAS RANGER STATION TX US,196906,45.7
COOP:410950,BOQUILLAS RANGER STATION TX US,196907,10.4
COOP:410950,BOQUILLAS RANGER STATION TX US,196908,6.1
COOP:410950,BOQUILLAS RANGER STATION TX US,196909,25.4
COOP:410950,BOQUILLAS RANGER STATION TX US,196910,7.9
COOP:410950,BOQUILLAS RANGER STATION TX US,196911,6.1
COOP:410950,BOQUILLAS RANGER STATION TX US,196912,6.6
COOP:410950,BOQUILLAS RANGER STATION TX US,197001,1
COOP:410950,BOQUILLAS RANGER STATION TX US,197002,40.1
COOP:410950,BOQUILLAS RANGER STATION TX US,197003,15.5
COOP:410950,BOQUILLAS RANGER STATION TX US,197004,0.8
COOP:410950,BOQUILLAS RANGER STATION TX US,197005,18.3
COOP:410950,BOQUILLAS RANGER STATION TX US,197006,97.5
COOP:410950,BOQUILLAS RANGER STATION TX US,197007,47.8
COOP:410950,BOQUILLAS RANGER STATION TX US,197008,15.2
COOP:410950,BOQUILLAS RANGER STATION TX US,197009,33.8
COOP:410950,BOQUILLAS RANGER STATION TX US,197010,3
COOP:410950,BOQUILLAS RANGER STATION TX US,197011,0
COOP:410950,BOQUILLAS RANGER STATION TX US,197012,3.8
COOP:410950,BOQUILLAS RANGER STATION TX US,197101,0.5
COOP:410950,BOQUILLAS RANGER STATION TX US,197102,0.5
COOP:410950,BOQUILLAS RANGER STATION TX US,197103,0
COOP:410950,BOQUILLAS RANGER STATION TX US,197104,0.5
COOP:410950,BOQUILLAS RANGER STATION TX US,197105,4.8
COOP:410950,BOQUILLAS RANGER STATION TX US,197106,46.5
COOP:410950,BOQUILLAS RANGER STATION TX US,197107,41.9
COOP:410950,BOQUILLAS RANGER STATION TX US,197108,43.9
COOP:410950,BOQUILLAS RANGER STATION TX US,197109,6.6
COOP:410950,BOQUILLAS RANGER STATION TX US,197110,82.8
COOP:410950,BOQUILLAS RANGER STATION TX US,197111,0
COOP:410950,BOQUILLAS RANGER STATION TX US,197112,3
COOP:410950,BOQUILLAS RANGER STATION TX US,197201,10.2
COOP:410950,BOQUILLAS RANGER STATION TX US,197202,0.3
COOP:410950,BOQUILLAS RANGER STATION TX US,197203,10.9
COOP:410950,BOQUILLAS RANGER STATION TX US,197204,5.1
COOP:410950,BOQUILLAS RANGER STATION TX US,197205,73.7
COOP:410950,BOQUILLAS RANGER STATION TX US,197206,16.3
COOP:410950,BOQUILLAS RANGER STATION TX US,197207,40.6
COOP:410950,BOQUILLAS RANGER STATION TX US,197208,35.6
COOP:410950,BOQUILLAS RANGER STATION TX US,197209,42.4
COOP:410950,BOQUILLAS RANGER STATION TX US,197210,21.8
COOP:410950,BOQUILLAS RANGER STATION TX US,197211,15
COOP:410950,BOQUILLAS RANGER STATION TX US,197212,0
COOP:410950,BOQUILLAS RANGER STATION TX US,197301,6.6
COOP:410950,BOQUILLAS RANGER STATION TX US,197302,33.8
COOP:410950,BOQUILLAS RANGER STATION TX US,197303,0
COOP:410950,BOQUILLAS RANGER STATION TX US,197304,1
COOP:410950,BOQUILLAS RANGER STATION TX US,197305,3.3
COOP:410950,BOQUILLAS RANGER STATION TX US,197306,57.4
COOP:410950,BOQUILLAS RANGER STATION TX US,197307,63.5
COOP:410950,BOQUILLAS RANGER STATION TX US,197308,13.5
COOP:410950,BOQUILLAS RANGER STATION TX US,197309,54.6
COOP:410950,BOQUILLAS RANGER STATION TX US,197310,0
COOP:410950,BOQUILLAS RANGER STATION TX US,197311,0
COOP:410950,BOQUILLAS RANGER STATION TX US,197312,0
COOP:410950,BOQUILLAS RANGER STATION TX US,197401,3
COOP:410950,BOQUILLAS RANGER STATION TX US,197402,0
COOP:410950,BOQUILLAS RANGER STATION TX US,197403,4.8
COOP:410950,BOQUILLAS RANGER STATION TX US,197404,15.7
COOP:410950,BOQUILLAS RANGER STATION TX US,197405,30.7
COOP:410950,BOQUILLAS RANGER STATION TX US,197406,0
COOP:410950,BOQUILLAS RANGER STATION TX US,197407,10.2
COOP:410950,BOQUILLAS RANGER STATION TX US,197408,20.3
COOP:410950,BOQUILLAS RANGER STATION TX US,197409,121.4
COOP:410950,BOQUILLAS RANGER STATION TX US,197410,7.9
COOP:410950,BOQUILLAS RANGER STATION TX US,197411,5.3
COOP:410950,BOQUILLAS RANGER STATION TX US,197412,20.1
COOP:410950,BOQUILLAS RANGER STATION TX US,197501,0
COOP:410950,BOQUILLAS RANGER STATION TX US,197502,13.5
COOP:410950,BOQUILLAS RANGER STATION TX US,197503,0
COOP:410950,BOQUILLAS RANGER STATION TX US,197504,0.5
COOP:410950,BOQUILLAS RANGER STATION TX US,197505,62.7
COOP:410950,BOQUILLAS RANGER STATION TX US,197506,29.7
COOP:410950,BOQUILLAS RANGER STATION TX US,197507,60.2
COOP:410950,BOQUILLAS RANGER STATION TX US,197508,98.6
COOP:410950,BOQUILLAS RANGER STATION TX US,197509,2.3
COOP:410950,BOQUILLAS RANGER STATION TX US,197510,5.8
COOP:410950,BOQUILLAS RANGER STATION TX US,197511,1.3
COOP:410950,BOQUILLAS RANGER STATION TX US,197512,13
COOP:410950,BOQUILLAS RANGER STATION TX US,197601,4.8
COOP:410950,BOQUILLAS RANGER STATION TX US,197602,0
COOP:410950,BOQUILLAS RANGER STATION TX US,197603,0
COOP:410950,BOQUILLAS RANGER STATION TX US,197604,11.9
COOP:410950,BOQUILLAS RANGER STATION TX US,197605,58.9
COOP:410950,BOQUILLAS RANGER STATION TX US,197606,47
COOP:410950,BOQUILLAS RANGER STATION TX US,197607,89.7
COOP:410950,BOQUILLAS RANGER STATION TX US,197608,8.4
COOP:410950,BOQUILLAS RANGER STATION TX US,197609,48.5
COOP:410950,BOQUILLAS RANGER STATION TX US,197610,37.1
COOP:410950,BOQUILLAS RANGER STATION TX US,197611,4.6
COOP:410950,BOQUILLAS RANGER STATION TX US,197612,14
COOP:410950,BOQUILLAS RANGER STATION TX US,197701,4.6
COOP:410950,BOQUILLAS RANGER STATION TX US,197702,0.5
COOP:410950,BOQUILLAS RANGER STATION TX US,197703,2.3
COOP:410950,BOQUILLAS RANGER STATION TX US,197704,7.6
COOP:410950,BOQUILLAS RANGER STATION TX US,197705,17
COOP:410950,BOQUILLAS RANGER STATION TX US,197706,22.6
COOP:410950,BOQUILLAS RANGER STATION TX US,197707,50
COOP:410950,BOQUILLAS RANGER STATION TX US,197708,12.2
COOP:410950,BOQUILLAS RANGER STATION TX US,197709,0
COOP:410950,BOQUILLAS RANGER STATION TX US,197710,1.8
COOP:410950,BOQUILLAS RANGER STATION TX US,197711,5.8
COOP:410950,BOQUILLAS RANGER STATION TX US,197712,0
COOP:410950,BOQUILLAS RANGER STATION TX US,197801,7.9
COOP:410950,BOQUILLAS RANGER STATION TX US,197802,7.6
COOP:410950,BOQUILLAS RANGER STATION TX US,197803,2.3
COOP:410950,BOQUILLAS RANGER STATION TX US,197804,6.6
COOP:410950,BOQUILLAS RANGER STATION TX US,197805,29
COOP:410950,BOQUILLAS RANGER STATION TX US,197806,64.5
COOP:410950,BOQUILLAS RANGER STATION TX US,197807,37.6
COOP:410950,BOQUILLAS RANGER STATION TX US,197808,37.1
COOP:410950,BOQUILLAS RANGER STATION TX US,197809,48.8
COOP:410950,BOQUILLAS RANGER STATION TX US,197810,21.8
COOP:410950,BOQUILLAS RANGER STATION TX US,197811,43.4
COOP:410950,BOQUILLAS RANGER STATION TX US,197812,10.2
COOP:410950,BOQUILLAS RANGER STATION TX US,197901,4.1
COOP:410950,BOQUILLAS RANGER STATION TX US,197902,14.7
COOP:410950,BOQUILLAS RANGER STATION TX US,197903,1.5
COOP:410950,BOQUILLAS RANGER STATION TX US,197904,6.1
COOP:410950,BOQUILLAS RANGER STATION TX US,197905,47.2
COOP:410950,BOQUILLAS RANGER STATION TX US,197906,35.3
COOP:410950,BOQUILLAS RANGER STATION TX US,197907,7.4
COOP:410950,BOQUILLAS RANGER STATION TX US,197908,75.4
COOP:410950,BOQUILLAS RANGER STATION TX US,197909,3.6
COOP:410950,BOQUILLAS RANGER STATION TX US,197910,0
COOP:410950,BOQUILLAS RANGER STATION TX US,197911,2.5
COOP:410950,BOQUILLAS RANGER STATION TX US,197912,0.8
COOP:410950,BOQUILLAS RANGER STATION TX US,198001,3.8
COOP:410950,BOQUILLAS RANGER STATION TX US,198002,2
COOP:410950,BOQUILLAS RANGER STATION TX US,198003,2.8
COOP:410950,BOQUILLAS RANGER STATION TX US,198004,0
COOP:410950,BOQUILLAS RANGER STATION TX US,198005,4.1
COOP:410950,BOQUILLAS RANGER STATION TX US,198006,24.9
COOP:410950,BOQUILLAS RANGER STATION TX US,198007,5.6
COOP:410950,BOQUILLAS RANGER STATION TX US,198008,63
COOP:410950,BOQUILLAS RANGER STATION TX US,198009,12.2
COOP:410950,BOQUILLAS RANGER STATION TX US,198010,36.6
COOP:410950,BOQUILLAS RANGER STATION TX US,198011,28.4
COOP:410950,BOQUILLAS RANGER STATION TX US,198012,7.4
COOP:410950,BOQUILLAS RANGER STATION TX US,198101,12.4
COOP:410950,BOQUILLAS RANGER STATION TX US,198102,1
COOP:410950,BOQUILLAS RANGER STATION TX US,198103,10.7
COOP:410950,BOQUILLAS RANGER STATION TX US,198104,64
COOP:410950,BOQUILLAS RANGER STATION TX US,198105,15
COOP:410950,BOQUILLAS RANGER STATION TX US,198106,23.6
COOP:410950,BOQUILLAS RANGER STATION TX US,198107,29.2
COOP:410950,BOQUILLAS RANGER STATION TX US,198108,34.5
COOP:410950,BOQUILLAS RANGER STATION TX US,198109,31.2
COOP:410950,BOQUILLAS RANGER STATION TX US,198110,142.2
COOP:410950,BOQUILLAS RANGER STATION TX US,198111,0
COOP:410950,BOQUILLAS RANGER STATION TX US,198112,0
COOP:410950,BOQUILLAS RANGER STATION TX US,198201,26.7
COOP:410950,BOQUILLAS RANGER STATION TX US,198202,14.7
COOP:410950,BOQUILLAS RANGER STATION TX US,198203,0
COOP:410950,BOQUILLAS RANGER STATION TX US,198204,12.2
COOP:410950,BOQUILLAS RANGER STATION TX US,198205,55.4
COOP:410950,BOQUILLAS RANGER STATION TX US,198206,93.5
COOP:410950,BOQUILLAS RANGER STATION TX US,198207,13.5
COOP:410950,BOQUILLAS RANGER STATION TX US,198208,7.9
COOP:410950,BOQUILLAS RANGER STATION TX US,198209,3.3
COOP:410950,BOQUILLAS RANGER STATION TX US,198210,0
COOP:410950,BOQUILLAS RANGER STATION TX US,198211,10.9
COOP:410950,BOQUILLAS RANGER STATION TX US,198212,22.4
COOP:410950,BOQUILLAS RANGER STATION TX US,198301,32.5
COOP:410950,BOQUILLAS RANGER STATION TX US,198302,21.3
COOP:410950,BOQUILLAS RANGER STATION TX US,198303,14.5
COOP:410950,BOQUILLAS RANGER STATION TX US,198304,8.6
COOP:410950,BOQUILLAS RANGER STATION TX US,198305,37.1
COOP:410950,BOQUILLAS RANGER STATION TX US,198306,9.1
COOP:410950,BOQUILLAS RANGER STATION TX US,198307,52.8
COOP:410950,BOQUILLAS RANGER STATION TX US,198308,51.6
COOP:410950,BOQUILLAS RANGER STATION TX US,198309,0.8
COOP:410950,BOQUILLAS RANGER STATION TX US,198310,76.2
COOP:410950,BOQUILLAS RANGER STATION TX US,198311,10.7
COOP:410950,BOQUILLAS RANGER STATION TX US,198312,0
COOP:410950,BOQUILLAS RANGER STATION TX US,198401,9.1
COOP:410950,BOQUILLAS RANGER STATION TX US,198402,0.5
COOP:410950,BOQUILLAS RANGER STATION TX US,198403,0
COOP:410950,BOQUILLAS RANGER STATION TX US,198404,0
COOP:410950,BOQUILLAS RANGER STATION TX US,198405,13
COOP:410950,BOQUILLAS RANGER STATION TX US,198406,68.8
COOP:410950,BOQUILLAS RANGER STATION TX US,198407,34.8
COOP:410950,BOQUILLAS RANGER STATION TX US,198408,18.5
COOP:410950,BOQUILLAS RANGER STATION TX US,198409,15.7
COOP:410950,BOQUILLAS RANGER STATION TX US,198410,70.1
COOP:410950,BOQUILLAS RANGER STATION TX US,198411,22.6
COOP:410950,BOQUILLAS RANGER STATION TX US,198412,19.8
COOP:410950,BOQUILLAS RANGER STATION TX US,198501,17
COOP:410950,BOQUILLAS RANGER STATION TX US,198502,0.5
COOP:410950,BOQUILLAS RANGER STATION TX US,198503,1.3
COOP:410950,BOQUILLAS RANGER STATION TX US,198504,1.3
COOP:410950,BOQUILLAS RANGER STATION TX US,198505,24.9
COOP:410950,BOQUILLAS RANGER STATION TX US,198506,76.2
COOP:410950,BOQUILLAS RANGER STATION TX US,198507,5.8
COOP:410950,BOQUILLAS RANGER STATION TX US,198508,4.8
COOP:410950,BOQUILLAS RANGER STATION TX US,198509,76.2
COOP:410950,BOQUILLAS RANGER STATION TX US,198510,9.7
COOP:410950,BOQUILLAS RANGER STATION TX US,198511,14.2
COOP:410950,BOQUILLAS RANGER STATION TX US,198512,0
COOP:410950,BOQUILLAS RANGER STATION TX US,198601,1.5
COOP:410950,BOQUILLAS RANGER STATION TX US,198602,8.4
COOP:410950,BOQUILLAS RANGER STATION TX US,198603,3.6
COOP:410950,BOQUILLAS RANGER STATION TX US,198604,3.6
COOP:410950,BOQUILLAS RANGER STATION TX US,198605,2
COOP:410950,BOQUILLAS RANGER STATION TX US,198606,59.4
COOP:410950,BOQUILLAS RANGER STATION TX US,198607,41.4
COOP:410950,BOQUILLAS RANGER STATION TX US,198608,43.7
COOP:410950,BOQUILLAS RANGER STATION TX US,198609,55.6
COOP:410950,BOQUILLAS RANGER STATION TX US,198610,112.8
COOP:410950,BOQUILLAS RANGER STATION TX US,198611,23.1
COOP:410950,BOQUILLAS RANGER STATION TX US,198612,35.3
COOP:410950,BOQUILLAS RANGER STATION TX US,198701,0.3
COOP:410950,BOQUILLAS RANGER STATION TX US,198702,11.2
COOP:410950,BOQUILLAS RANGER STATION TX US,198703,2
COOP:410950,BOQUILLAS RANGER STATION TX US,198704,29.7
COOP:410950,BOQUILLAS RANGER STATION TX US,198705,70.4
