Division,YearMonth,    PCP,   TAVG,   PDSI,   PHDI,   ZNDX,   PMDI,    CDD,    HDD,   SP01,   SP02,   SP03,   SP06,   SP09,   SP12,   SP24,   TMIN,   TMAX
5,195705,1.82,69.9,-2.66,-2.66,1.42,-1.85,168,16,0.93,0.71,0.51,0.76,-0.47,-1.74,-1.55,55.4,84.4
5,195706,0.4,79.3,-3.31,-3.31,-2.75,-3.31,429,0,-1.55,-0.22,-0.25,0.23,-0.35,-1.71,-1.67,64.5,94.1
5,195707,1.31,82.6,-3.47,-3.47,-1.53,-3.47,546,0,-0.52,-1.48,-0.64,-0.04,-0.36,-1.25,-1.89,68.2,96.9
5,195708,0.81,80.6,-3.96,-3.96,-2.54,-3.96,484,0,-1.1,-1.22,-1.86,-1.08,-0.56,-1.23,-1.97,66.5,94.7
5,195709,0.54,73.2,-4.41,-4.41,-2.56,-4.41,251,5,-1.21,-1.63,-1.54,-1.33,-0.9,-1.17,-2.43,58.3,88.2
5,195710,2.15,61.3,0.65,-3.31,1.95,-2.5,28,142,0.91,-0.09,-0.59,-0.89,-0.5,-0.71,-2.11,49.4,73.3
5,195711,0.63,47.9,0.81,-2.74,0.68,-1.64,0,513,0.38,0.82,-0.04,-1.16,-0.84,-0.53,-2.08,35.7,60
5,195712,0.14,48.1,0.33,-2.85,-1.19,-2.17,0,524,-0.61,-0.15,0.54,-0.89,-0.89,-0.56,-1.66,32.8,63.4
5,195801,1.64,41.6,1.2,-1.66,2.7,0.02,0,725,1.8,1.15,0.95,-0.14,-0.49,-0.19,-1.51,28.7,54.5
5,195802,1.03,47.3,1.69,-0.87,1.87,1.38,0,496,1.19,1.86,1.37,0.52,-0.53,-0.33,-1.46,34.3,60.2
5,195803,0.87,49.7,2.48,2.48,2.87,2.48,0,474,1.22,1.38,1.87,1.44,-0.01,-0.15,-1.31,36.8,62.6
5,195804,0.46,62.4,2.87,2.87,1.93,2.87,43,121,0.2,0.76,1.04,1.13,0.24,-0.12,-1.3,46.9,78
5,195805,1.04,72,2.59,2.59,0.06,2.55,224,7,0.08,0.02,0.46,1.02,0.55,-0.31,-1.25,56.4,87.6
5,195806,1.37,81.6,2.26,2.26,-0.18,2.09,498,0,0.04,-0.07,-0.12,1.01,0.99,-0.03,-1.08,66.9,96.3
5,195807,1.64,82.7,1.8,1.8,-0.69,1.27,549,0,-0.14,-0.27,-0.29,0.29,0.61,0.06,-0.87,68,97.5
5,195808,1.83,80.3,1.47,1.47,-0.42,0.73,474,0,0.17,-0.1,-0.2,0,0.56,0.31,-0.66,65.9,94.8
5,195809,4.55,73.4,2.62,2.62,3.89,2.62,257,5,1.5,1.22,0.98,0.7,1.24,1.23,0.15,62.7,84.2
5,195810,2.24,60.6,3.2,3.2,2.54,3.2,22,158,0.97,1.56,1.35,1,1.15,1.26,0.44,50.3,70.9
5,195811,0.33,52.9,2.93,2.93,0.19,2.93,0,363,-0.17,0.69,1.43,0.97,0.94,1.21,0.49,38.3,67.4
5,195812,0.05,45.1,-0.38,2.25,-1.14,1.72,0,617,-1,-0.75,0.35,0.91,0.7,1.16,0.35,29.2,61
5,195901,0.03,44.9,-0.79,1.57,-1.36,0.44,0,623,-1.34,-1.75,-1.2,0.94,0.62,0.81,0.3,28,61.8
5,195902,0.33,48.7,-0.91,1.2,-0.6,-0.15,0,456,0.09,-0.7,-1.16,1,0.65,0.65,0.12,34.3,63.1
5,195903,0.06,53,-1.19,0.7,-1.13,-1.03,0,376,-0.89,-0.47,-1.03,-0.22,0.6,0.44,0.08,35.3,70.7
5,195904,0.44,62.5,-1.23,-1.23,-0.5,-1.23,44,119,0.16,-0.32,-0.34,-1.09,0.71,0.46,0.07,46.7,78.2
5,195905,2.26,73.5,0.65,0.65,1.94,0.65,268,0,1.32,1.02,0.73,0.03,1.03,0.79,0.2,57.9,89
5,195906,1.24,79.6,0.32,0.32,-0.79,0.32,438,0,-0.12,0.73,0.59,0.06,0.2,0.75,0.35,64.8,94.4
5,195907,2.4,78.3,0.78,0.78,1.49,0.78,412,0,0.57,0.23,0.84,0.44,-0.01,0.87,0.55,64.9,91.7
5,195908,1.31,80,-0.48,-0.48,-1.45,-0.48,465,0,-0.38,0.07,-0.13,0.22,-0.13,0.75,0.65,66.3,93.7
5,195909,0.68,75.8,-1.33,-1.33,-2.7,-1.33,324,0,-0.95,-0.97,-0.55,-0.17,-0.42,-0.25,0.7,60.5,91.1
5,195910,1.31,64.2,-0.03,-1.22,-0.08,-1.18,63,88,0.26,-0.54,-0.7,-0.07,-0.23,-0.51,0.55,48.9,79.4
5,195911,0.69,48.6,0.24,-0.86,0.71,-0.31,0,492,0.47,0.29,-0.41,-0.45,-0.14,-0.41,0.56,33.2,64
5,195912,0.42,45.3,0.13,-0.85,-0.24,-0.38,0,611,0.16,0.28,0.21,-0.39,-0.07,-0.29,0.51,31.3,59.4
5,196001,1.07,43.1,0.54,0.54,1.26,0.54,0,679,1.23,0.86,0.76,-0.32,0.13,-0.03,0.41,29.2,57
5,196002,0.4,43.9,0.63,0.63,0.44,0.63,0,591,0.24,0.86,0.64,-0.12,-0.23,0.01,0.33,29,58.8
5,196003,0.43,53.9,0.97,0.97,1.22,0.97,5,349,0.49,0.29,0.78,0.46,-0.15,0.09,0.23,36.9,70.9
5,196004,0.29,65.2,-0.39,-0.39,-1.18,0.47,81,75,-0.21,0.06,0.02,0.43,-0.34,0.08,0.2,47.9,82.5
5,196005,0.35,71.9,-1.14,-1.14,-2.37,-1.14,221,8,-1.09,-1.14,-0.81,-0.1,-0.43,-0.45,0.12,55,88.8
5,196006,1.09,81.7,-1.53,-1.53,-1.51,-1.53,501,0,-0.32,-0.91,-0.99,-0.34,-0.15,-0.51,0.05,65.7,97.6
5,196007,3.82,78.9,1.49,1.49,4.46,1.49,431,0,1.55,1.13,0.47,0.28,0.52,-0.06,0.47,65.9,91.9
5,196008,2.5,78.5,1.76,1.76,1.28,1.76,418,0,0.74,1.48,1.2,0.54,0.68,0.24,0.6,65.4,91.6
5,196009,0.31,74,0.56,0.56,-3.04,-0.99,274,0,-1.87,-0.37,0.45,-0.16,0.07,0.1,-0.13,59.2,88.8
5,196010,2.32,65.6,1.07,1.07,1.69,0.34,84,66,1.02,-0.12,0.17,0.32,0.21,0.38,-0.11,51.1,80.2
5,196011,0.37,53.5,0.78,0.78,-0.55,-0.21,0,349,-0.09,0.77,-0.22,0.5,0.19,0.31,-0.11,39,68.1
5,196012,1.49,40.1,1.61,1.61,2.73,1.61,0,772,1.68,1.03,1.28,0.96,0.44,0.56,0.06,28.2,51.9
5,196101,1.19,40.8,2.11,2.11,2.01,2.11,0,750,1.36,1.89,1.43,0.68,0.72,0.6,0.25,27.4,54.3
5,196102,0.22,48.3,1.85,1.85,-0.13,1.73,0,468,-0.2,0.8,1.43,0.43,0.91,0.57,0.27,32.3,64.3
5,196103,0.3,55.8,1.86,1.86,0.58,1.86,9,294,0.18,-0.2,0.62,1.19,1.02,0.52,0.29,39.1,72.4
5,196104,0.11,63.8,1.46,1.46,-0.6,1.11,61,97,-0.99,-0.52,-0.67,0.63,0.41,0.5,0.23,45.8,81.8
5,196105,1.23,73.7,1.42,1.42,0.32,1.15,274,0,0.31,-0.15,-0.15,0.75,0.25,0.74,0.08,56.8,90.6
5,196106,2.2,77.3,2.05,2.05,2.34,2.05,369,0,0.91,0.68,0.33,0.5,1.02,0.99,0.25,62.8,91.9
5,196107,1.81,78.4,1.99,1.99,0.44,1.99,415,0,0.04,0.51,0.45,0.04,0.65,0.49,0.16,64.2,92.6
5,196108,1.32,77.8,-0.31,1.47,-0.93,0.97,397,0,-0.37,-0.34,0.09,-0.1,0.51,0.19,0.18,63.2,92.3
5,196109,0.82,73.7,-1,0.6,-2.16,-0.93,266,0,-0.75,-0.84,-0.78,-0.47,-0.27,0.28,0.24,59.9,87.6
5,196110,0.71,64.4,-1.32,-1.32,-1.27,-1.32,66,84,-0.37,-0.92,-0.98,-0.47,-0.67,-0.12,0.13,48.4,80.3
5,196111,0.86,48.3,-0.8,-0.8,1.15,-0.05,0,501,0.72,-0.05,-0.59,-0.42,-0.47,0.01,0.16,35.5,61.2
5,196112,0.15,46.5,-1.01,-1.01,-0.89,-0.7,0,574,-0.57,0.16,-0.32,-0.85,-0.56,-0.37,0.02,32,60.9
5,196201,0.33,40.2,-0.99,-0.99,-0.25,-0.74,0,769,0.04,-0.55,-0.02,-0.93,-0.49,-0.66,-0.12,24.6,55.8
5,196202,0.24,54.7,-1.39,-1.39,-1.51,-1.39,6,295,-0.14,-0.3,-0.65,-0.88,-0.61,-0.64,-0.13,37.7,71.8
5,196203,0.23,52.2,-1.45,-1.45,-0.62,-1.45,0,397,-0.03,-0.3,-0.37,-0.53,-0.98,-0.69,-0.19,36.3,68.1
5,196204,0.36,65.7,-1.65,-1.65,-1.04,-1.65,89,68,-0.02,-0.15,-0.34,-0.28,-1.05,-0.6,-0.19,49.7,81.8
5,196205,0.48,75.1,-2.33,-2.33,-2.54,-2.33,313,0,-0.81,-0.8,-0.81,-1.03,-1.1,-0.84,-0.12,58.2,92.1
5,196206,1.25,78.3,-2.28,-2.28,-0.58,-2.28,399,0,-0.1,-0.64,-0.7,-0.79,-0.77,-1.21,-0.1,62.8,93.8
5,196207,2.36,80.3,-1.71,-1.71,1.01,-1.2,474,0,0.53,0.21,-0.27,-0.45,-0.37,-0.88,-0.35,66.9,93.8
5,196208,0.63,81.2,-2.53,-2.53,-2.98,-2.53,502,0,-1.46,-0.45,-0.58,-0.9,-1.05,-1.1,-0.67,65.7,96.7
5,196209,2.58,74.3,-2.07,-2.07,0.58,-1.76,283,0,0.64,-0.13,0.01,-0.41,-0.51,-0.58,-0.22,61.7,86.8
5,196210,1.34,66.3,-1.97,-1.97,-0.32,-1.73,96,56,0.29,0.53,-0.08,-0.27,-0.41,-0.4,-0.4,52.2,80.3
5,196211,0.47,53.6,-1.87,-1.87,-0.31,-1.7,0,346,0.1,0.15,0.46,-0.09,-0.35,-0.52,-0.39,38.8,68.5
5,196212,0.72,44.8,-1.51,-1.51,0.51,-1.06,0,626,0.71,0.37,0.28,0.08,-0.25,-0.35,-0.56,31.4,58.1
5,196301,0.07,40.3,-1.58,-1.58,-0.69,-1.36,0,766,-0.96,-0.01,-0.11,-0.18,-0.33,-0.46,-0.77,23.5,57.2
5,196302,0.44,48,-1.43,-1.43,-0.04,-1.16,0,476,0.32,-0.4,-0.01,0.32,-0.11,-0.38,-0.75,31.5,64.6
5,196303,0.08,57.2,-1.79,-1.79,-1.51,-1.79,14,256,-0.73,-0.2,-0.7,-0.18,-0.15,-0.45,-0.8,39.8,74.5
5,196304,0.68,68,-1.76,-1.76,-0.46,-1.76,128,38,0.58,0.12,0.11,-0.08,-0.19,-0.33,-0.73,51.5,84.4
5,196305,1.75,73.9,-1.36,-1.36,0.66,-0.96,279,0,0.86,0.83,0.56,0.36,0.44,0.09,-0.61,58.1,89.7
5,196306,1.15,78.8,-1.51,-1.51,-0.89,-1.48,414,0,-0.23,0.31,0.36,-0.04,0.1,0.05,-0.82,64.4,93.2
5,196307,1.25,81.8,-1.88,-1.88,-1.56,-1.88,521,0,-0.59,-0.81,-0.23,-0.22,-0.22,-0.25,-0.89,67.8,95.8
5,196308,2.2,79.4,-1.51,-1.51,0.54,-1.18,446,0,0.5,-0.11,-0.35,-0.04,-0.05,0.16,-0.7,66.3,92.4
5,196309,1.5,74,-1.73,-1.73,-1.12,-1.73,274,0,-0.06,0.13,-0.28,-0.09,-0.3,-0.17,-0.55,61,86.9
5,196310,0.73,66.6,-2.07,-2.07,-1.55,-2.07,101,51,-0.34,-0.37,-0.13,-0.29,-0.31,-0.33,-0.54,51.4,81.8
5,196311,0.66,53.3,-1.79,-1.79,0.18,-1.64,0,355,0.43,-0.2,-0.28,-0.5,-0.26,-0.28,-0.59,38.1,68.5
5,196312,0.25,41.5,-1.73,-1.73,-0.36,-1.67,0,728,-0.26,0.03,-0.39,-0.48,-0.25,-0.41,-0.59,27.6,55.3
5,196401,0.12,40.9,-1.81,-1.81,-0.78,-1.81,0,747,-0.66,-0.8,-0.37,-0.33,-0.43,-0.43,-0.65,24.2,57.5
5,196402,0.04,42.2,-1.84,-1.84,-0.67,-1.84,0,638,-1,-1.22,-1.16,-0.77,-0.81,-0.54,-0.69,25.4,59.1
5,196403,0.48,54.1,-1.72,-1.72,-0.21,-1.72,6,344,0.59,-0.2,-0.61,-0.68,-0.68,-0.44,-0.66,37.5,70.8
5,196404,0.14,64.8,-2.06,-2.06,-1.54,-2.06,75,81,-0.79,-0.1,-0.62,-0.66,-0.54,-0.6,-0.73,48,81.7
5,196405,0.85,73.5,-2.32,-2.32,-1.42,-2.32,268,0,-0.19,-0.58,-0.32,-0.94,-0.81,-0.89,-0.64,57.9,89.2
5,196406,1.29,78.6,-2.26,-2.26,-0.53,-2.26,408,0,-0.05,-0.29,-0.55,-0.77,-0.8,-0.84,-0.64,63.6,93.5
5,196407,1.06,81.7,-2.68,-2.68,-1.96,-2.68,518,0,-0.86,-0.85,-0.87,-1.04,-1.01,-0.81,-0.85,67.5,95.8
5,196408,1.41,81.3,-2.87,-2.87,-1.41,-2.87,505,0,-0.26,-0.88,-0.91,-0.94,-1.25,-1.07,-0.68,67.2,95.3
5,196409,2.6,73.6,-2.34,-2.34,0.71,-1.99,263,0,0.65,0.28,-0.22,-0.53,-0.68,-0.74,-0.66,61.7,85.4
5,196410,0.37,62.8,-2.67,-2.67,-1.72,-2.67,44,112,-0.85,0.07,-0.15,-0.67,-0.84,-0.87,-0.84,46.7,78.8
5,196411,0.08,53.7,-2.83,-2.83,-1.28,-2.83,0,343,-0.75,-1.21,-0.19,-0.77,-0.84,-1.08,-0.95,38,69.4
5,196412,0.53,45.9,-2.55,-2.55,-0.06,-2.51,0,592,0.38,-0.38,-0.99,-0.7,-0.86,-0.98,-0.92,31.6,60.3
5,196501,0.12,48.4,-2.79,-2.79,-1.49,-2.79,0,515,-0.66,-0.23,-0.74,-0.48,-0.88,-1.02,-0.94,33.8,63.1
5,196502,1.11,45.3,-1.94,-1.94,1.69,-1.17,0,552,1.29,0.6,0.53,-0.01,-0.56,-0.66,-0.84,30.9,59.6
5,196503,0.1,50.6,-1.57,-1.57,0.51,-0.56,0,446,-0.6,0.75,0.27,-0.66,-0.62,-0.8,-0.86,35.2,66
5,196504,0.07,67.1,-2.07,-2.07,-1.98,-1.8,112,49,-1.39,-1.55,0.19,-0.4,-0.43,-0.83,-0.99,50.8,83.4
5,196505,1.49,72.4,-1.76,-1.76,0.27,-1.34,236,6,0.6,0.08,-0.13,0.18,-0.11,-0.58,-1.05,57.5,87.3
5,196506,1.86,78.5,-1.3,-1.3,0.84,-0.5,405,0,0.58,0.63,0.25,0.26,-0.28,-0.39,-0.92,64.5,92.5
5,196507,0.51,81.5,-2.21,-2.21,-3.12,-2.21,512,0,-1.95,-0.83,-0.42,-0.33,-0.54,-0.52,-1.02,67.4,95.5
5,196508,1.56,78.2,-2.17,-2.17,-0.57,-2.17,409,0,-0.1,-1.27,-0.79,-0.76,-0.45,-0.48,-1.13,64.8,91.6
5,196509,1.66,74.3,-2.25,-2.25,-0.91,-2.25,283,0,0.06,-0.12,-0.9,-0.6,-0.51,-0.79,-1.12,61.1,87.5
5,196510,0.21,63.2,-2.71,-2.71,-2.08,-2.71,49,105,-1.14,-0.63,-0.63,-0.78,-0.72,-0.86,-1.21,46.4,80
5,196511,0.32,58.4,-2.85,-2.85,-1.25,-2.85,17,215,-0.19,-1.1,-0.73,-1.04,-1.03,-0.79,-1.32,43.1,73.8
5,196512,0.62,48.4,-2.59,-2.59,-0.1,-2.57,0,515,0.54,0.07,-0.82,-1.2,-0.88,-0.76,-1.1,35.4,61.4
5,196601,0.49,40.5,-2.29,-2.29,0.1,-2.17,0,760,0.39,0.43,0.07,-0.6,-0.73,-0.68,-1.07,26.7,54.2
5,196602,0.21,43.3,-2.07,-2.07,-0.03,-1.89,0,608,-0.23,-0.09,0.09,-0.65,-1,-0.97,-1.08,28.2,58.4
5,196603,0.24,56.6,-2.1,-2.1,-0.75,-2.1,12,272,0,-0.34,-0.18,-0.8,-1.26,-0.94,-1.13,40.3,72.8
5,196604,0.95,64.1,-1.66,-1.66,0.7,-1.27,65,92,0.94,0.62,0.31,0.16,-0.48,-0.65,-1.02,48.5,79.7
5,196605,0.8,72.3,-1.94,-1.94,-1.36,-1.94,233,7,-0.26,0.26,0.16,0.12,-0.49,-0.87,-1.04,58.1,86.5
5,196606,2.64,78,-0.81,-0.81,2.77,0.55,390,0,1.28,0.69,0.86,0.54,0.02,-0.59,-0.79,64.2,91.8
5,196607,0.57,82.7,-1.77,-1.77,-3.13,-1.77,549,0,-1.79,-0.11,-0.32,-0.19,-0.13,-0.51,-0.84,69,96.5
5,196608,4.08,77.5,1.54,1.54,4.63,1.54,388,0,1.74,0.64,1.14,0.86,0.76,0.17,-0.32,65.4,89.6
5,196609,2.13,73.3,1.38,1.38,-0.01,1.3,254,5,0.38,1.16,0.51,0.79,0.61,0.25,-0.38,60.8,85.8
5,196610,1.72,61.2,1.61,1.61,1.12,1.61,27,144,0.6,0.5,1.15,0.79,0.72,0.65,-0.12,45.9,76.5
5,196611,0,56.1,-0.58,0.86,-1.75,-0.1,9,276,-0.97,0.07,0.22,0.73,0.64,0.58,-0.14,40.1,72.1
5,196612,0.01,43.8,-0.9,-0.9,-1.12,-0.9,0,657,-1.22,-1.52,-0.31,0.22,0.54,0.42,-0.3,27.3,60.4
5,196701,0.08,44.3,-1.2,-1.2,-1.18,-1.2,0,642,-0.89,-1.7,-1.75,0.62,0.32,0.31,-0.33,26.9,61.6
5,196702,0.18,48.7,-1.4,-1.4,-0.97,-1.4,0,456,-0.33,-0.94,-1.44,-0.33,0.37,0.32,-0.48,32.9,64.5
5,196703,0.5,60.8,-1.6,-1.6,-1.04,-1.6,37,167,0.63,0.07,-0.43,-0.55,0.04,0.37,-0.43,43.4,78.1
5,196704,0.27,69,-1.99,-1.99,-1.67,-1.99,149,29,-0.27,0.13,-0.18,-1.33,0.46,0.22,-0.41,53.3,84.7
5,196705,0.36,71.6,-2.55,-2.55,-2.3,-2.55,213,8,-1.07,-1.16,-0.73,-1.49,-0.59,0.14,-0.59,54.1,89
5,196706,2.61,79.5,-1.46,-1.46,2.48,-0.34,435,0,1.26,0.36,0.14,-0.13,-0.28,0.12,-0.46,65.4,93.7
5,196707,1.51,80.5,-1.59,-1.59,-0.85,-0.8,480,0,-0.28,0.59,-0.02,-0.18,-0.7,0.34,-0.25,67.1,93.9
5,196708,1.43,76.9,-1.64,-1.64,-0.64,-1.08,369,0,-0.24,-0.49,0.22,-0.23,-0.62,-0.36,-0.25,63.5,90.3
5,196709,1.99,70.7,-1.44,-1.44,0.11,-0.79,184,13,0.29,-0.01,-0.29,-0.22,-0.36,-0.44,-0.15,57.9,83.6
5,196710,0.28,63.5,-1.95,-1.95,-1.99,-1.95,53,99,-1.01,-0.35,-0.49,-0.44,-0.53,-0.88,-0.13,46.5,80.5
5,196711,0.52,54.4,-1.84,-1.84,-0.28,-1.84,5,323,0.19,-0.78,-0.34,-0.19,-0.43,-0.73,-0.11,40.5,68.3
5,196712,0.61,42.4,0.15,-1.5,0.45,-1.22,0,701,0.53,0.3,-0.58,-0.58,-0.44,-0.54,-0.18,29.3,55.5
5,196801,0.61,44.5,0.25,-1.24,0.34,-0.73,0,636,0.6,0.57,0.37,-0.34,-0.33,-0.41,-0.18,32.3,56.7
5,196802,0.73,48,0.55,-0.78,0.98,0.22,0,476,0.81,0.72,0.7,-0.05,0.03,-0.23,-0.06,34.5,61.4
5,196803,1.07,52.4,1.39,1.39,2.69,1.39,0,391,1.48,1.3,1.17,0.21,-0.13,-0.09,0.06,39.2,65.5
5,196804,0.79,62.2,1.8,1.8,1.66,1.8,40,124,0.73,1.19,1.19,0.94,0.17,0.08,0.02,47.6,76.9
5,196805,0.67,72.8,-0.58,1.03,-1.74,0.12,247,5,-0.47,-0.02,0.57,0.72,0.17,0.21,0.05,57.1,88.4
5,196806,0.46,79.5,-1.4,-1.4,-2.64,-1.4,435,0,-1.41,-1.21,-0.83,0.04,-0.28,-0.44,-0.38,63.7,95.3
5,196807,3.42,77.7,1.26,1.26,3.77,1.26,394,0,1.3,0.41,0.03,0.62,0.63,0.13,0.18,65.1,90.3
5,196808,3.05,77.7,1.97,1.97,2.52,1.97,394,0,1.13,1.54,0.96,0.93,1.01,0.51,0.01,64.6,90.7
5,196809,1.71,70.6,1.65,1.65,-0.33,1.43,182,14,0.1,0.62,1.04,0.44,0.73,0.42,-0.03,56.7,84.5
5,196810,0.55,65.8,0.89,0.89,-1.79,-0.23,88,63,-0.58,-0.35,0.24,0.15,0.48,0.51,-0.24,49.8,81.8
5,196811,2.04,51.2,2.06,2.06,3.78,2.06,0,414,2.01,0.7,0.42,0.76,0.8,0.88,0.13,37.1,65.2
5,196812,0.08,44.6,-0.23,1.61,-0.7,1.23,0,632,-0.85,1.26,0.38,0.97,0.51,0.74,0.04,28.6,60.5
5,196901,0.05,49.3,-0.6,1.05,-1.18,0.08,0,487,-1.13,-1.53,0.75,0.44,0.32,0.61,0.03,34.4,64.2
5,196902,0.25,49.6,-0.83,0.66,-0.86,-0.69,0,431,-0.12,-0.84,-1.22,-0.07,0.43,0.51,0.07,34.7,64.4
5,196903,0.27,49.1,-0.8,-0.8,-0.17,-0.8,0,493,0.09,-0.2,-0.73,-0.11,0.71,0.28,0,33.8,64.3
5,196904,0.94,66,-0.52,-0.52,0.6,-0.52,94,64,0.93,0.64,0.36,0.6,0.45,0.35,0.12,49.9,82.1
5,196905,0.91,71.5,-0.75,-0.75,-0.86,-0.75,210,9,-0.1,0.36,0.27,-0.41,0.01,0.45,0.27,55.4,87.6
5,196906,1.11,79.5,-1.01,-1.01,-1.01,-1.01,435,0,-0.29,-0.39,-0.06,-0.4,-0.09,0.6,-0.02,64.5,94.6
5,196907,1.9,82.7,-0.99,-0.99,-0.24,-0.99,549,0,0.13,-0.27,-0.38,-0.21,0.15,0.2,0.07,69.1,96.4
5,196908,1.04,82.2,-1.64,-1.64,-2.27,-1.64,533,0,-0.73,-0.49,-0.71,-0.47,-0.8,-0.35,0.02,68.1,96.3
5,196909,1.49,74.3,-1.87,-1.87,-1.18,-1.87,283,0,-0.07,-0.55,-0.53,-0.51,-0.69,-0.45,-0.03,61.1,87.5
5,196910,1.6,63.8,0.18,-1.49,0.54,-1.16,57,94,0.5,0.13,-0.27,-0.49,-0.4,-0.15,0.2,50.6,77
5,196911,1.15,50.8,0.71,-0.79,1.64,0.37,0,426,1.1,0.81,0.39,-0.21,-0.13,-0.41,0.31,37.2,64.4
5,196912,0.72,47.6,0.78,-0.57,0.43,0.76,0,539,0.71,1.04,0.88,0.01,-0.04,-0.22,0.23,33.3,61.9
5,197001,0.18,43.7,0.51,-0.7,-0.56,0.34,0,660,-0.41,0.15,0.65,-0.03,-0.27,-0.21,0.15,28.5,58.8
5,197002,1.16,48.2,1.05,1.05,1.78,1.05,0,470,1.34,0.72,0.79,0.58,0.05,0.07,0.26,34.1,62.4
5,197003,1.21,51.4,2.1,2.1,3.48,2.1,0,422,1.64,1.73,1.26,1.25,0.42,0.3,0.26,36.3,66.5
5,197004,0.16,63.8,2.1,2.1,0.63,2.1,61,97,-0.69,0.8,1.15,1.05,0.38,0.12,0.14,47.8,79.8
5,197005,0.63,70.1,1.4,1.4,-1.43,0.69,173,15,-0.53,-0.88,0.17,0.52,0.49,0.08,0.18,53.1,87.1
5,197006,2.43,76.8,2.08,2.08,2.45,2.08,354,0,1.11,0.42,0.12,0.74,0.96,0.42,0.55,62.3,91.3
5,197007,1.01,79.8,1.29,1.29,-1.73,0.43,459,0,-0.94,0.07,-0.28,0.38,0.55,0.18,0.11,66.3,93.4
5,197008,1.88,79.2,1.13,1.13,-0.08,0.21,440,0,0.22,-0.53,0.09,0.05,0.34,0.38,-0.08,65.3,93.1
5,197009,4.48,72.7,2.3,2.3,3.86,2.3,237,6,1.47,1.22,0.74,0.6,0.9,1.06,0.44,60.3,85.2
5,197010,1.07,58.8,2.24,2.24,0.54,2.24,12,204,0.03,1.16,0.99,0.66,0.9,0.96,0.53,44.7,73
5,197011,0,51.3,-0.41,1.6,-1.23,0.99,0,411,-0.97,-0.5,0.91,0.65,0.57,0.7,0.17,33.6,69.1
5,197012,0.07,50.7,-0.94,0.87,-1.71,-0.53,0,443,-0.9,-1.38,-0.83,0.22,0.22,0.53,0.08,34.5,66.8
5,197101,0.05,47.3,-1.37,-1.37,-1.57,-1.37,0,549,-1.13,-1.57,-1.69,0.47,0.2,0.49,0.07,30.5,64.1
5,197102,0.03,48.8,-1.67,-1.67,-1.34,-1.67,0,454,-1.08,-1.51,-1.72,0.35,0.26,0.22,0.06,31.4,66.1
5,197103,0,56.6,-2.07,-2.07,-1.71,-2.07,12,272,-1.84,-2.23,-2.17,-1.42,-0.19,-0.14,-0.02,37.9,75.3
5,197104,0.34,62.6,-2.12,-2.12,-0.78,-2.12,45,117,-0.07,-0.71,-1.34,-2.24,0.13,-0.06,-0.14,46,79.2
5,197105,0.5,71.6,-2.55,-2.55,-1.96,-2.55,213,8,-0.77,-0.8,-1.17,-2.23,-0.09,-0.06,-0.17,55.5,87.5
5,197106,0.85,78.2,-2.8,-2.8,-1.52,-2.8,396,0,-0.67,-0.99,-1.02,-1.61,-1.68,-0.57,-0.23,63.8,92.7
5,197107,1.58,79.9,-2.68,-2.68,-0.52,-2.68,462,0,-0.2,-0.78,-1.06,-1.39,-1.83,-0.34,-0.26,66.3,93.4
5,197108,3.64,74.3,1.4,-1.01,4.2,0.82,288,0,1.49,0.94,0.51,-0.13,-0.57,0.13,0.23,62.4,86.1
5,197109,2.18,72.3,1.32,-0.83,0.21,0.99,226,7,0.41,1.03,0.75,0.1,-0.28,-0.54,0.39,59.2,85.3
5,197110,2.49,63.2,1.97,1.97,2.36,1.97,49,105,1.12,0.84,1.26,0.58,0.24,-0.13,0.54,50.8,75.6
5,197111,0.06,54.6,-0.42,1.35,-1.27,0.69,6,318,-0.81,0.68,0.6,0.62,0.23,-0.12,0.35,39.8,69.5
5,197112,0.33,47.9,-0.63,0.96,-0.75,-0.08,0,530,-0.05,-0.73,0.52,0.8,0.28,-0.05,0.18,34.2,61.5
5,197201,0.24,47.1,-0.93,-0.93,-1.11,-0.93,0,555,-0.2,-0.38,-0.87,0.91,0.28,-0.02,0.19,30.9,63.3
5,197202,0.06,49.9,-1.32,-1.32,-1.45,-1.32,0,423,-0.86,-0.84,-0.79,0.22,0.38,0.01,0.02,32.6,67.1
5,197203,0.12,60.6,-1.84,-1.84,-1.96,-1.84,35,171,-0.48,-1.1,-1.03,-0.08,0.49,0.02,-0.2,43.5,77.7
5,197204,0.04,67.9,-2.37,-2.37,-2.15,-2.37,126,39,-2.4,-1.66,-2.32,-1.58,0.51,-0.04,-0.24,49.6,86.2
5,197205,2.07,70.8,0.63,-1.49,1.88,-0.61,191,11,1.16,0.58,0.35,-0.16,0.27,0.43,0.08,56.3,85.4
5,197206,2.01,78.1,0.98,-0.92,1.26,0.52,393,0,0.73,1.11,0.7,0.15,0.36,0.71,-0.01,63.8,92.3
5,197207,1.44,78.9,0.66,-1.05,-0.67,0.08,431,0,-0.36,0.08,0.62,-0.03,-0.32,0.63,0.09,65.9,91.9
5,197208,3.38,76.1,1.73,1.73,3.42,1.73,344,0,1.34,0.73,0.91,0.77,0.45,0.57,0.38,63.9,88.3
5,197209,3.19,74,2.09,2.09,1.6,2.09,274,0,0.94,1.29,0.97,1.09,0.74,0.79,0.18,61.7,86.2
