,Area,Mean,min,max
1,2.21E-05,186.31,118,223
2,1.63E-05,187.551,160,214
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
