,Area,Mean,min,max
1,2.38E-05,131.074,66,180
2,3.13E-05,167.925,132,197
3,5.68E-05,180.464,112,217
4,1.95E-05,138.54,90,185
5,5.35E-05,142.724,104,181
6,1.25E-05,151.062,75,214
7,1.33E-05,175.647,139,212
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
