,Area,Mean,min,max
1,3.75E-05,175.276,119,219
2,8.87E-05,145.692,92,211
3,4.88E-05,151.806,96,191
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
