,Area,Mean,min,max
1,2.23E-05,197.583,188,205
2,2.19E-05,199.893,195,205
3,1.48E-05,203.618,197,208
4,9.47E-06,199.711,197,202
5,6.25E-06,198.484,195,201
6,9.57E-06,181.663,177,186
7,1.92E-05,199.203,193,204
8,2.03E-05,193.947,177,207
9,2.42E-05,183.895,175,190
10,1.82E-05,191.215,172,200
,,,,
,,,,
,,,,
