,Area,Mean,min,max
1,2.97E-05,175.493,157,186
2,3.75E-05,189.232,176,200
3,1.78E-05,192.632,186,197
4,3.13E-05,175.356,153,186
5,2.11E-05,168.444,159,179
6,2.11E-05,197.56,193,201
7,1.60E-05,159.354,150,164
8,1.95E-05,163.985,149,179
9,2.81E-05,182.632,171,190
10,2.21E-05,185.018,170,194
11,2.23E-05,189.947,184,195
12,1.88E-05,169.479,161,177
13,9.96E-06,198.569,195,201
14,2.34E-05,192.312,183,197
15,2.23E-05,195.798,183,203
16,2.12E-05,189.889,184,195
17,2.03E-05,195.154,183,203
