,Area,Mean,min,max
1,1.88E-05,188.667,182,193
2,2.42E-05,185.77,176,191
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
