,Area,Mean,min,max
1,3.67E-05,181.593,164,194
2,3.09E-05,198.959,191,208
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
