,Area,Mean,min,max
1,2.50E-05,197.727,192,202
2,2.54E-05,195.481,188,199
3,2.33E-05,197.473,193,201
4,1.72E-05,192.972,184,199
5,1.12E-05,196.8,190,202
6,1.12E-05,192.209,188,196
7,1.68E-05,196.634,191,201
8,1.88E-05,193.182,187,200
9,2.50E-05,193.785,187,200
10,1.76E-05,195.711,189,202
11,2.97E-05,193.03,184,198
12,1.33E-05,196.015,183,203
13,1.95E-05,194.81,185,201
