 ,X,Y,resin.duct.count
1,0.07,6.511,NA
2,0.098,6.502,NA
3,0.146,6.418,NA
4,0.172,6.339,17
5,0.199,6.263,21
6,0.236,6.203,26
7,0.267,6.12,30
8,0.27,6.058,16
9,0.281,5.971,21
10,0.297,5.85,22
11,0.306,5.743,4
12,0.31,5.668,13
13,0.317,5.611,12
14,0.324,5.551,3
15,0.33,5.518,19
16,0.338,5.474,2
17,0.339,5.436,21
18,0.348,5.358,19
19,0.36,5.246,10
20,0.357,5.125,28
21,0.357,4.995,19
22,0.364,4.861,14
23,0.357,4.767,18
24,0.37,4.652,23
25,0.353,4.532,13
26,0.351,4.418,28
27,0.353,4.273,16
28,0.357,4.175,19
29,0.353,4.082,8
30,0.352,4.027,8
31,0.348,3.973,15
32,0.365,3.857,4
33,0.353,3.776,2
34,0.354,3.738,14
35,0.359,3.653,17
36,0.361,3.549,8
37,0.352,3.454,2
38,0.354,3.411,13
39,0.356,3.306,8
40,0.358,3.257,13
41,0.351,3.18,14
42,0.358,3.082,2
43,0.361,3.035,14
44,0.359,2.937,13
45,0.357,2.848,16
46,0.357,2.745,13
47,0.352,2.642,7
48,0.341,2.556,16
49,0.34,2.471,2
50,0.344,2.399,17
51,0.349,2.297,18
52,0.331,2.131,25
53,0.345,1.969,1
54,0.34,1.923,7
55,0.342,1.858,7
56,0.344,1.796,17
57,0.351,1.668,0
58,0.351,1.628,13
59,0.351,1.555,3
60,0.352,1.511,12
61,0.356,1.447,6
62,0.357,1.422,16
63,0.357,1.351,11
64,0.357,1.253,14
65,0.351,1.16,10
66,0.351,1.068,32
67,0.335,0.837,9
68,0.33,0.744,18
69,0.336,0.648,11
70,0.351,0.536,3
71,0.336,0.513,12
72,0.338,0.452,13
73,0.343,0.387,6
74,0.346,0.353,3
75,0.351,0.295,
