 ,X,Y,resin.duct.count
1,0.693,3.441,0
2,0.697,3.418,17
3,0.711,3.334,23
4,0.713,3.23,10
5,0.715,3.142,1
6,0.717,3.13,9
7,0.702,3.098,3
8,0.703,3.082,2
9,0.703,3.073,13
10,0.702,3.028,16
11,0.712,2.969,19
12,0.711,2.911,10
13,0.725,2.868,5
14,0.723,2.851,7
15,0.724,2.842,5
16,0.727,2.82,3
17,0.729,2.788,5
18,0.729,2.743,7
19,0.727,2.732,4
20,0.732,2.708,8
21,0.736,2.677,5
22,0.733,2.652,2
23,0.731,2.642,6
24,0.734,2.605,1
25,0.736,2.599,7
26,0.738,2.59,0
27,0.739,2.583,2
28,0.741,2.565,6
29,0.741,2.549,1
30,0.743,2.531,4
31,0.744,2.513,4
32,0.749,2.488,2
33,0.749,2.478,9
34,0.753,2.439,1
35,0.751,2.424,7
36,0.751,2.402,6
37,0.751,2.39,1
38,0.754,2.368,4
39,0.749,2.336,3
40,0.753,2.325,2
41,0.753,2.316,4
42,0.754,2.311,4
43,0.756,2.301,8
44,0.755,2.279,4
45,0.757,2.271,8
46,0.758,2.256,6
47,0.761,2.245,13
48,0.777,2.188,9
49,0.781,2.158,1
50,0.781,2.135,5
51,0.781,2.125,11
52,0.784,2.106,15
53,0.79,2.05,7
54,0.789,2.033,6
55,0.801,1.977,14
56,0.801,1.942,7
57,0.802,1.901,21
58,0.799,1.798,1
59,0.799,1.783,1
60,0.798,1.741,7
61,0.798,1.711,6
62,0.794,1.654,10
63,0.794,1.62,0
64,0.784,1.584,10
65,0.77,1.534,1
66,0.77,1.525,1
67,0.771,1.51,1
68,0.771,1.485,0
69,0.771,1.475,6
70,0.772,1.458,4
71,0.763,1.438,4
72,0.764,1.407,2
73,0.769,1.378,1
74,0.769,1.363,3
75,0.771,1.354,5
76,0.763,1.319,4
77,0.764,1.276,10
78,0.764,1.25,0
79,0.763,1.215,0
80,0.763,1.198,3
81,0.764,1.157,8
82,0.756,1.137,1
83,0.759,1.122,9
84,0.765,1.08,7
85,0.762,1.053,6
86,0.762,0.998,9
87,0.765,0.942,0
88,0.766,0.936,7
89,0.768,0.911,0
90,0.772,0.898,1
91,0.772,0.888,9
92,0.776,0.849,1
93,0.774,0.837,2
94,0.778,0.825,2
95,0.778,0.813,1
96,0.775,0.786,7
97,0.776,0.762,13
98,0.783,0.743,1
99,0.786,0.721,14
100,0.791,0.683,1
101,0.795,0.657,4
102,0.784,0.629,15
103,0.796,0.578,9
104,0.786,0.533,0
105,0.794,0.498,1
106,0.792,0.46,12
107,0.794,0.414,1
108,0.794,0.399,2
109,0.789,0.36,3
110,0.795,0.338,13
111,0.789,0.289,5
112,0.792,0.268,0
113,0.794,0.263,6
114,0.794,0.253,2
115,0.797,0.233,
