 ,X,Y,resin.duct.count
1,0.878,2.442,0
2,0.859,2.438,2
3,0.84,2.401,7
4,0.818,2.357,16
5,0.769,2.283,15
6,0.747,2.242,25
7,0.716,2.187,29
8,0.707,2.112,35
9,0.698,2.033,25
10,0.685,1.933,25
11,0.681,1.85,23
12,0.678,1.777,24
13,0.678,1.702,27
14,0.681,1.6,24
15,0.681,1.535,30
16,0.678,1.451,18
17,0.672,1.4,23
18,0.667,1.368,16
19,0.666,1.33,17
20,0.668,1.268,23
21,0.672,1.195,18
22,0.661,1.106,14
23,0.651,1.022,11
24,0.654,0.966,13
25,0.654,0.926,12
26,0.643,0.872,20
27,0.639,0.796,9
28,0.636,0.741,12
29,0.627,0.707,10
30,0.628,0.658,10
31,0.638,0.594,9
32,0.639,0.549,10
33,0.639,0.517,9
34,0.637,0.478,1
35,0.625,0.463,10
36,0.626,0.443,22
37,0.618,0.409,10
38,0.616,0.385,12
39,0.619,0.351,8
40,0.615,0.33,2
41,0.612,0.321,10
42,0.608,0.3,1
43,0.608,0.276,8
44,0.601,0.257,2
45,0.599,0.246,
