 ,X,Y,resin.duct.count
1,0.354,2.806,0
2,0.352,2.772,5
3,0.352,2.761,8
4,0.351,2.736,16
5,0.351,2.715,7
6,0.348,2.676,24
7,0.355,2.619,6
8,0.35,2.611,16
9,0.349,2.596,10
10,0.364,2.555,10
11,0.36,2.541,19
12,0.357,2.508,13
13,0.366,2.47,5
14,0.367,2.443,9
15,0.368,2.41,10
16,0.371,2.387,9
17,0.376,2.297,16
18,0.36,2.23,14
19,0.369,2.171,1
20,0.37,2.135,18
21,0.383,2.052,8
22,0.378,1.989,9
23,0.361,1.935,10
24,0.385,1.861,0
25,0.377,1.839,16
26,0.389,1.79,8
27,0.386,1.728,8
28,0.383,1.668,6
29,0.385,1.628,7
30,0.38,1.581,4
31,0.364,1.553,17
32,0.352,1.423,10
33,0.339,1.368,16
34,0.343,1.313,17
35,0.334,1.223,0
36,0.334,1.163,11
37,0.324,1.103,14
38,0.323,1.028,9
39,0.342,0.943,1
40,0.331,0.923,3
41,0.333,0.891,12
42,0.335,0.827,8
43,0.335,0.766,0
44,0.342,0.738,12
45,0.353,0.687,0
46,0.36,0.655,4
47,0.373,0.634,1
48,0.373,0.629,2
49,0.372,0.614,6
50,0.375,0.597,4
51,0.376,0.573,1
52,0.375,0.566,0
53,0.375,0.562,4
54,0.375,0.546,5
55,0.381,0.528,1
56,0.38,0.517,11
57,0.377,0.48,1
58,0.376,0.451,2
59,0.374,0.412,11
60,0.361,0.365,3
61,0.363,0.331,1
62,0.363,0.32,1
63,0.361,0.314,0
64,0.359,0.308,10
65,0.364,0.268,
