 ,X,Y,resin.duct.count
1,0.713,3.01,0
2,0.713,2.982,10
3,0.7,2.947,14
4,0.702,2.909,10
5,0.7,2.895,11
6,0.697,2.875,15
7,0.685,2.821,31
8,0.679,2.753,27
9,0.67,2.693,23
10,0.663,2.616,17
11,0.665,2.525,12
12,0.66,2.454,22
13,0.671,2.364,13
14,0.664,2.27,3
15,0.669,2.236,9
16,0.661,2.178,12
17,0.664,2.122,7
18,0.655,2.069,8
19,0.669,2.02,3
20,0.675,1.99,2
21,0.673,1.97,0
22,0.68,1.96,2
23,0.682,1.951,5
24,0.679,1.922,12
25,0.687,1.882,4
26,0.684,1.856,5
27,0.681,1.814,7
28,0.678,1.777,16
29,0.688,1.671,0
30,0.688,1.639,8
31,0.691,1.571,2
32,0.692,1.548,2
33,0.695,1.537,4
34,0.698,1.518,2
35,0.699,1.49,0
36,0.699,1.48,10
37,0.701,1.45,3
38,0.701,1.428,12
39,0.7,1.403,0
40,0.7,1.383,3
41,0.689,1.359,1
42,0.691,1.343,0
43,0.693,1.339,8
44,0.694,1.331,2
45,0.698,1.313,4
46,0.698,1.282,11
47,0.699,1.243,1
48,0.7,1.222,9
49,0.699,1.178,5
50,0.701,1.145,0
51,0.703,1.113,6
52,0.693,1.079,2
53,0.696,1.058,13
54,0.689,1.022,13
55,0.691,0.979,3
56,0.696,0.934,10
57,0.696,0.894,4
58,0.697,0.851,0
59,0.703,0.824,13
60,0.702,0.773,3
61,0.704,0.745,0
62,0.705,0.726,5
63,0.702,0.702,14
64,0.706,0.667,5
65,0.713,0.626,2
66,0.715,0.603,2
67,0.717,0.591,3
68,0.715,0.556,6
69,0.715,0.53,0
70,0.715,0.519,4
71,0.706,0.478,2
72,0.709,0.454,7
73,0.708,0.439,1
74,0.711,0.424,2
75,0.71,0.412,2
76,0.712,0.406,1
77,0.713,0.402,1
78,0.713,0.398,2
79,0.706,0.39,9
80,0.711,0.366,2
81,0.712,0.352,1
82,0.712,0.345,6
83,0.713,0.333,5
84,0.719,0.304,5
85,0.717,0.286,1
86,0.719,0.276,10
87,0.721,0.242,0
88,0.721,0.235,0
89,0.717,0.227,4
90,0.718,0.214,10
91,0.721,0.2,
