 ,X,Y,resin.duct.count
1,0.818,2.677,0
2,0.818,2.671,5
3,0.82,2.658,12
4,0.821,2.641,7
5,0.823,2.624,10
6,0.821,2.61,6
7,0.827,2.601,19
8,0.824,2.585,12
9,0.824,2.573,25
10,0.824,2.547,30
11,0.823,2.513,5
12,0.821,2.507,31
13,0.822,2.467,12
14,0.831,2.443,4
15,0.833,2.435,8
16,0.823,2.418,12
17,0.826,2.4,3
18,0.827,2.39,11
19,0.829,2.382,16
20,0.832,2.353,19
21,0.838,2.312,11
22,0.836,2.287,11
23,0.841,2.263,10
24,0.843,2.242,3
25,0.843,2.222,7
26,0.851,2.194,11
27,0.838,2.156,19
28,0.836,2.119,7
29,0.831,2.098,14
30,0.833,2.067,14
31,0.838,2.037,14
32,0.838,2.018,11
33,0.84,1.98,1
34,0.84,1.97,5
35,0.838,1.952,13
36,0.842,1.932,9
37,0.838,1.916,6
38,0.837,1.903,0
39,0.838,1.898,2
40,0.838,1.892,0
41,0.839,1.886,9
42,0.839,1.879,17
43,0.841,1.859,14
44,0.843,1.846,0
45,0.836,1.843,0
46,0.834,1.837,0
47,0.833,1.834,11
48,0.833,1.817,12
49,0.833,1.804,4
50,0.833,1.795,12
51,0.833,1.782,5
52,0.833,1.77,2
53,0.833,1.762,8
54,0.831,1.747,1
55,0.831,1.737,12
56,0.83,1.713,8
57,0.829,1.683,11
58,0.828,1.661,5
59,0.832,1.641,5
60,0.83,1.631,10
61,0.829,1.615,5
62,0.828,1.599,4
63,0.827,1.591,7
64,0.821,1.579,9
65,0.825,1.553,11
66,0.825,1.535,2
67,0.822,1.524,9
68,0.824,1.509,17
69,0.826,1.482,10
70,0.825,1.443,20
71,0.824,1.395,14
72,0.823,1.352,19
73,0.833,1.297,13
74,0.831,1.258,9
75,0.839,1.242,15
76,0.844,1.197,11
77,0.844,1.167,12
78,0.846,1.125,22
79,0.847,1.058,20
80,0.848,1.009,0
81,0.848,0.995,16
82,0.849,0.94,13
83,0.849,0.919,18
84,0.852,0.874,14
85,0.854,0.835,15
86,0.856,0.777,7
87,0.857,0.76,11
88,0.856,0.724,9
89,0.863,0.699,17
90,0.867,0.67,7
91,0.86,0.642,12
92,0.868,0.613,2
93,0.867,0.589,19
94,0.866,0.552,8
95,0.863,0.509,7
96,0.865,0.484,13
97,0.867,0.459,11
98,0.866,0.443,8
99,0.866,0.415,6
100,0.863,0.398,7
101,0.862,0.378,9
102,0.863,0.362,14
103,0.863,0.337,3
104,0.862,0.323,10
105,0.866,0.307,1
106,0.871,0.298,7
107,0.857,0.287,13
108,0.865,0.266,9
109,0.863,0.254,12
110,0.861,0.242,7
111,0.856,0.232,6
112,0.858,0.225,4
113,0.858,0.214,
