 ,X,Y,resin.duct.count
1,0.414,2.548,0
2,0.417,2.526,20
3,0.413,2.466,30
4,0.411,2.407,19
5,0.409,2.373,18
6,0.412,2.318,21
7,0.408,2.283,16
8,0.417,2.255,22
9,0.412,2.193,27
10,0.408,2.13,21
11,0.403,2.063,16
12,0.396,1.983,17
13,0.401,1.936,18
14,0.397,1.87,7
15,0.399,1.841,11
16,0.397,1.798,11
17,0.404,1.736,17
18,0.399,1.688,11
19,0.401,1.634,7
20,0.401,1.614,8
21,0.397,1.573,11
22,0.396,1.545,10
23,0.399,1.518,13
24,0.393,1.472,11
25,0.397,1.445,10
26,0.391,1.433,5
27,0.39,1.412,7
28,0.39,1.393,8
29,0.391,1.376,2
30,0.387,1.37,2
31,0.387,1.365,4
32,0.388,1.354,3
33,0.391,1.338,5
34,0.389,1.324,11
35,0.389,1.282,7
36,0.383,1.259,8
37,0.383,1.234,4
38,0.38,1.22,9
39,0.384,1.199,3
40,0.384,1.189,11
41,0.384,1.169,0
42,0.377,1.157,12
43,0.379,1.119,12
44,0.378,1.075,13
45,0.388,1.035,7
46,0.389,0.994,1
47,0.383,0.973,12
48,0.383,0.933,6
49,0.391,0.888,7
50,0.383,0.863,12
51,0.386,0.827,14
52,0.384,0.807,12
53,0.38,0.763,13
54,0.381,0.732,4
55,0.379,0.714,9
56,0.383,0.677,10
57,0.389,0.667,3
58,0.39,0.659,7
59,0.394,0.632,9
60,0.394,0.618,10
61,0.396,0.585,8
62,0.394,0.562,4
63,0.394,0.54,7
64,0.394,0.522,11
65,0.397,0.498,9
66,0.4,0.476,1
67,0.4,0.465,0
68,0.401,0.461,13
69,0.401,0.433,1
70,0.401,0.414,12
71,0.405,0.388,0
72,0.401,0.383,8
73,0.4,0.366,0
74,0.401,0.36,1
75,0.401,0.356,0
76,0.402,0.351,5
77,0.402,0.339,10
78,0.403,0.328,2
79,0.403,0.323,1
80,0.404,0.319,2
81,0.404,0.315,7
82,0.401,0.31,0
83,0.403,0.306,3
84,0.402,0.297,2
85,0.395,0.291,11
86,0.396,0.275,10
87,0.39,0.256,2
88,0.393,0.243,8
89,0.394,0.233,
