 ,X,Y,resin.duct.count
1,0.971,1.995,0
2,0.956,1.985,3
3,0.922,1.964,3
4,0.904,1.949,6
5,0.898,1.928,13
6,0.868,1.88,27
7,0.815,1.791,17
8,0.79,1.746,30
9,0.75,1.638,18
10,0.749,1.514,16
11,0.733,1.425,0
12,0.724,1.407,15
13,0.729,1.36,20
14,0.732,1.256,14
15,0.759,1.163,8
16,0.745,1.116,19
17,0.758,1.034,16
18,0.749,0.976,11
19,0.76,0.934,11
20,0.751,0.883,19
21,0.753,0.823,3
22,0.753,0.787,13
23,0.743,0.743,1
24,0.743,0.727,5
25,0.769,0.707,7
26,0.755,0.67,9
27,0.747,0.633,6
28,0.756,0.616,20
29,0.735,0.537,0
30,0.739,0.502,15
31,0.756,0.443,10
32,0.771,0.378,7
33,0.776,0.331,7
34,0.784,0.307,10
35,0.787,0.274,1
36,0.79,0.233,
