 ,X,Y,resin.duct.count
1,0.573,1.461,0
2,0.573,1.452,14
3,0.573,1.394,21
4,0.578,1.349,17
5,0.582,1.331,10
6,0.581,1.305,27
7,0.583,1.269,19
8,0.58,1.245,16
9,0.583,1.219,10
10,0.578,1.202,13
11,0.579,1.176,10
12,0.582,1.151,10
13,0.581,1.121,13
14,0.577,1.102,7
15,0.586,1.088,0
16,0.585,1.083,12
17,0.584,1.055,8
18,0.575,1.043,4
19,0.575,1.036,15
20,0.577,0.998,6
21,0.579,0.963,5
22,0.581,0.945,10
23,0.582,0.914,7
24,0.583,0.893,1
25,0.583,0.884,14
26,0.577,0.841,12
27,0.577,0.811,14
28,0.577,0.771,7
29,0.581,0.758,4
30,0.581,0.751,9
31,0.579,0.72,3
32,0.583,0.711,7
33,0.583,0.696,10
34,0.583,0.678,5
35,0.572,0.664,2
36,0.576,0.654,14
37,0.578,0.604,15
38,0.583,0.57,4
39,0.575,0.544,2
40,0.576,0.533,12
41,0.576,0.508,9
42,0.576,0.482,7
43,0.578,0.474,9
44,0.58,0.454,12
45,0.582,0.442,5
46,0.578,0.425,12
47,0.576,0.406,7
48,0.575,0.378,9
49,0.573,0.336,6
50,0.569,0.31,8
51,0.57,0.286,10
52,0.57,0.256,9
53,0.571,0.221,9
54,0.564,0.181,13
55,0.557,0.148,1
56,0.553,0.126,5
57,0.552,0.107,8
58,0.552,0.086,6
59,0.551,0.074,6
60,0.548,0.054,4
61,0.548,0.035,
