 ,X,Y,resin.duct.count
1,0.732,2.555,0
2,0.726,2.495,24
3,0.719,2.394,3
4,0.702,2.264,19
5,0.717,2.195,24
6,0.719,2.158,7
7,0.713,2.117,4
8,0.717,2.084,2
9,0.716,2.056,3
10,0.716,2.036,3
11,0.718,1.999,7
12,0.713,1.977,2
13,0.708,1.962,1
14,0.716,1.95,4
15,0.719,1.942,5
16,0.721,1.938,0
17,0.721,1.933,0
18,0.721,1.925,5
19,0.712,1.9,7
20,0.716,1.878,4
21,0.719,1.85,2
22,0.719,1.835,6
23,0.722,1.795,4
24,0.722,1.761,2
25,0.721,1.702,2
26,0.722,1.686,12
27,0.72,1.62,2
28,0.713,1.596,9
29,0.697,1.533,5
30,0.692,1.486,5
31,0.686,1.466,6
32,0.677,1.424,4
33,0.666,1.397,2
34,0.654,1.358,5
35,0.646,1.308,5
36,0.643,1.249,4
37,0.647,1.235,8
38,0.646,1.182,4
39,0.64,1.163,3
40,0.635,1.131,9
41,0.63,1.058,3
42,0.631,1.007,3
43,0.621,0.945,15
44,0.627,0.858,5
45,0.626,0.77,4
46,0.631,0.757,7
47,0.634,0.706,3
48,0.63,0.677,4
49,0.626,0.655,9
50,0.635,0.598,0
51,0.632,0.573,10
52,0.632,0.545,1
53,0.632,0.521,1
54,0.628,0.496,10
55,0.625,0.452,3
56,0.625,0.423,6
57,0.621,0.384,0
58,0.626,0.373,1
59,0.626,0.36,6
60,0.623,0.325,8
61,0.621,0.312,
