 ,X,Y,resin.duct.count
1,0.877,3.192,0
2,0.878,3.175,11
3,0.879,3.156,12
4,0.88,3.13,18
5,0.882,3.085,13
6,0.883,3.044,19
7,0.878,2.991,19
8,0.872,2.922,12
9,0.857,2.879,16
10,0.864,2.832,11
11,0.851,2.789,9
12,0.852,2.758,14
13,0.861,2.728,13
14,0.859,2.7,12
15,0.854,2.673,11
16,0.854,2.646,11
17,0.851,2.617,10
18,0.851,2.594,16
19,0.849,2.538,21
20,0.847,2.514,18
21,0.859,2.493,12
22,0.852,2.456,5
23,0.85,2.443,14
24,0.852,2.42,12
25,0.844,2.382,7
26,0.84,2.348,8
27,0.838,2.319,6
28,0.846,2.298,11
29,0.846,2.262,8
30,0.851,2.229,11
31,0.851,2.198,6
32,0.85,2.177,10
33,0.851,2.139,10
34,0.86,2.1,12
35,0.864,2.072,4
36,0.867,2.051,13
37,0.868,1.987,9
38,0.869,1.935,13
39,0.876,1.874,13
40,0.878,1.831,6
41,0.876,1.8,12
42,0.879,1.748,12
43,0.877,1.702,13
44,0.876,1.652,12
45,0.876,1.603,9
46,0.876,1.563,15
47,0.87,1.532,12
48,0.882,1.477,8
49,0.871,1.431,12
50,0.872,1.388,16
51,0.877,1.338,12
52,0.868,1.28,13
53,0.877,1.226,18
54,0.871,1.168,6
55,0.881,1.135,9
56,0.888,1.112,9
57,0.89,1.096,8
58,0.89,1.067,17
59,0.88,1.029,8
60,0.88,0.996,9
61,0.871,0.98,12
62,0.883,0.951,5
63,0.883,0.929,15
64,0.89,0.888,8
65,0.889,0.868,13
66,0.876,0.813,6
67,0.876,0.792,10
68,0.866,0.758,13
69,0.872,0.725,15
70,0.88,0.691,12
71,0.872,0.653,8
72,0.872,0.632,3
73,0.868,0.614,9
74,0.874,0.583,6
75,0.873,0.568,3
76,0.874,0.547,8
77,0.876,0.52,4
78,0.877,0.514,11
79,0.873,0.496,5
80,0.871,0.482,5
81,0.874,0.463,
