 ,X,Y,resin.duct.count
1,0.699,3.096,0
2,0.69,3.054,11
3,0.681,2.998,21
4,0.663,2.917,24
5,0.636,2.72,28
6,0.608,2.516,21
7,0.603,2.439,14
8,0.593,2.378,19
9,0.587,2.25,20
10,0.579,2.051,18
11,0.583,1.883,6
12,0.599,1.84,16
13,0.582,1.749,11
14,0.584,1.681,9
15,0.594,1.541,13
16,0.599,1.427,14
17,0.602,1.335,0
18,0.603,1.314,11
19,0.608,1.22,9
20,0.613,1.192,0
21,0.608,1.164,7
22,0.605,1.069,9
23,0.604,0.972,9
24,0.611,0.917,14
25,0.618,0.754,5
26,0.627,0.721,1
27,0.624,0.667,12
28,0.627,0.499,0
29,0.626,0.485,10
30,0.63,0.421,3
31,0.632,0.39,3
32,0.631,0.348,2
33,0.626,0.293,
