 ,X,Y,resin.duct.count
1,0.529,1.849,0
2,0.529,1.828,8
3,0.53,1.793,9
4,0.531,1.752,12
5,0.529,1.719,14
6,0.524,1.68,18
7,0.524,1.644,26
8,0.522,1.58,13
9,0.525,1.538,8
10,0.526,1.499,12
11,0.532,1.465,25
12,0.541,1.379,14
13,0.539,1.328,19
14,0.543,1.258,15
15,0.541,1.183,7
16,0.552,1.15,6
17,0.551,1.124,12
18,0.546,1.095,0
19,0.547,1.076,14
20,0.545,1.033,13
21,0.558,0.994,9
22,0.557,0.956,11
23,0.56,0.904,0
24,0.558,0.88,22
25,0.558,0.823,0
26,0.558,0.81,13
27,0.561,0.761,2
28,0.57,0.743,13
29,0.567,0.703,3
30,0.575,0.647,9
31,0.566,0.624,17
32,0.568,0.533,0
33,0.565,0.49,10
34,0.546,0.438,12
35,0.57,0.357,7
36,0.559,0.303,0
37,0.558,0.292,6
38,0.56,0.263,4
39,0.562,0.205,
