 ,X,Y,resin.duct.count
1,0.862,2.028,0
2,0.853,2.019,3
3,0.839,2.009,16
4,0.817,1.97,14
5,0.781,1.938,14
6,0.758,1.894,10
7,0.742,1.882,11
8,0.73,1.874,15
9,0.719,1.863,17
10,0.711,1.849,19
11,0.703,1.822,20
12,0.689,1.78,26
13,0.675,1.748,18
14,0.662,1.735,18
15,0.667,1.697,30
16,0.651,1.647,26
17,0.662,1.56,25
18,0.662,1.501,22
19,0.671,1.439,16
20,0.674,1.37,23
21,0.674,1.322,20
22,0.675,1.272,19
23,0.686,1.214,28
24,0.673,1.146,16
25,0.689,1.101,16
26,0.693,1.046,17
27,0.695,1.005,12
28,0.702,0.947,23
29,0.699,0.894,14
30,0.684,0.84,16
31,0.683,0.772,16
32,0.662,0.687,21
33,0.679,0.61,16
34,0.68,0.58,8
35,0.681,0.559,11
36,0.685,0.54,1
37,0.687,0.527,4
38,0.687,0.519,9
39,0.688,0.513,4
40,0.69,0.502,13
41,0.694,0.486,0
42,0.695,0.477,2
43,0.692,0.469,6
44,0.688,0.454,1
45,0.688,0.449,7
46,0.685,0.438,4
47,0.681,0.429,1
48,0.678,0.412,15
49,0.676,0.383,7
50,0.67,0.355,5
51,0.67,0.337,11
52,0.671,0.31,11
53,0.668,0.28,4
54,0.674,0.255,11
55,0.673,0.23,8
56,0.683,0.205,0
57,0.687,0.194,1
58,0.684,0.184,0
59,0.685,0.178,
