 ,X,Y,resin.duct.count
1,0.743,2.247,0
2,0.743,2.213,32
3,0.751,2.134,42
4,0.758,2.059,12
5,0.768,2.013,20
6,0.769,1.881,21
7,0.772,1.841,19
8,0.763,1.759,27
9,0.77,1.636,13
10,0.78,1.536,6
11,0.785,1.467,10
12,0.787,1.364,10
13,0.786,1.273,11
14,0.785,1.239,16
15,0.787,1.116,29
16,0.808,0.919,14
17,0.819,0.807,5
18,0.84,0.768,4
19,0.84,0.755,10
20,0.844,0.716,7
21,0.829,0.624,14
22,0.825,0.538,5
23,0.826,0.526,4
24,0.823,0.509,20
25,0.828,0.449,18
26,0.825,0.373,4
27,0.828,0.319,19
28,0.83,0.245,16
29,0.82,0.112,
