 ,X,Y,resin.duct.count
1,0.599,2.527,NA
2,0.577,2.527,NA
3,0.546,2.509,NA
4,0.519,2.464,20
5,0.46,2.387,18
6,0.414,2.28,47
7,0.413,2.085,10
8,0.398,2.033,43
9,0.385,1.751,14
10,0.389,1.652,15
11,0.366,1.575,7
12,0.37,1.517,14
13,0.364,1.444,14
14,0.383,1.363,12
15,0.378,1.294,3
16,0.378,1.268,7
17,0.381,1.221,8
18,0.382,1.176,12
19,0.379,1.117,10
20,0.38,1.059,0
21,0.38,1.043,5
22,0.386,1.01,6
23,0.388,0.983,15
24,0.395,0.928,0
25,0.395,0.916,3
26,0.393,0.876,13
27,0.392,0.836,7
28,0.393,0.786,0
29,0.395,0.761,3
30,0.394,0.74,19
31,0.393,0.676,12
32,0.398,0.598,4
33,0.393,0.551,18
34,0.392,0.438,3
35,0.391,0.396,14
36,0.391,0.352,17
37,0.418,0.238,14
38,0.412,0.211,16
39,0.412,0.171,4
40,0.409,0.143,0
41,0.412,0.111,
