 ,X,Y,resin.duct.count
1,0.524,1.762,0
2,0.547,1.743,8
3,0.591,1.641,14
4,0.635,1.537,11
5,0.685,1.463,10
6,0.7,1.423,13
7,0.713,1.348,6
8,0.742,1.262,17
9,0.736,1.137,7
10,0.745,1.069,3
11,0.747,1.038,8
12,0.747,1.007,10
13,0.747,0.968,10
14,0.744,0.919,4
15,0.741,0.892,10
16,0.742,0.833,4
17,0.745,0.792,10
18,0.745,0.763,8
19,0.749,0.721,3
20,0.751,0.695,10
21,0.756,0.646,8
22,0.763,0.593,6
23,0.763,0.559,6
24,0.768,0.501,8
25,0.763,0.468,8
26,0.763,0.437,5
27,0.773,0.359,11
28,0.776,0.324,4
29,0.779,0.28,7
30,0.786,0.23,
