 ,X,Y,resin.duct.count
1,0.877,1.427,0
2,0.876,1.395,14
3,0.881,1.344,9
4,0.884,1.3,2
5,0.885,1.285,4
6,0.888,1.276,1
7,0.885,1.269,5
8,0.886,1.26,17
9,0.887,1.243,10
10,0.891,1.216,16
11,0.893,1.169,11
12,0.901,1.132,9
13,0.902,1.107,3
14,0.901,1.069,9
15,0.903,1.053,6
16,0.905,1.028,8
17,0.904,1.014,0
18,0.901,0.996,0
19,0.9,0.988,4
20,0.905,0.961,8
21,0.906,0.944,2
22,0.906,0.936,3
23,0.905,0.916,5
24,0.907,0.902,12
25,0.91,0.875,9
26,0.91,0.853,4
27,0.909,0.837,4
28,0.907,0.83,19
29,0.91,0.803,11
30,0.91,0.789,1
31,0.911,0.781,4
32,0.91,0.768,7
33,0.909,0.752,1
34,0.911,0.724,9
35,0.911,0.687,4
36,0.913,0.672,8
37,0.908,0.639,0
38,0.908,0.635,5
39,0.908,0.623,1
40,0.911,0.599,1
41,0.911,0.596,6
42,0.912,0.585,4
43,0.911,0.571,1
44,0.915,0.533,7
45,0.916,0.458,0
46,0.916,0.444,8
47,0.909,0.419,2
48,0.901,0.373,3
49,0.898,0.351,1
50,0.898,0.335,11
51,0.895,0.317,1
52,0.893,0.3,2
53,0.893,0.28,1
54,0.893,0.265,2
55,0.893,0.252,8
56,0.89,0.229,
