 ,X,Y,resin.duct.count
1,0.506,4.992,NA
2,0.494,4.99,NA
3,0.47,4.958,NA
4,0.453,4.93,6
5,0.442,4.9,4
6,0.432,4.879,5
7,0.428,4.855,9
8,0.417,4.832,1
9,0.41,4.81,7
10,0.399,4.782,15
11,0.383,4.722,20
12,0.35,4.654,18
13,0.352,4.588,28
14,0.327,4.482,20
15,0.301,4.372,20
16,0.303,4.281,21
17,0.302,4.192,19
18,0.304,4.116,14
19,0.3,4.049,14
20,0.3,3.959,11
21,0.298,3.876,9
22,0.29,3.767,10
23,0.299,3.681,2
24,0.299,3.65,12
25,0.295,3.558,13
26,0.29,3.448,3
27,0.283,3.409,19
28,0.275,3.331,11
29,0.259,3.289,17
30,0.253,3.182,12
31,0.234,3.124,14
32,0.22,2.961,10
33,0.212,2.875,12
34,0.233,2.669,12
35,0.241,2.532,13
36,0.248,2.458,18
37,0.268,2.31,14
38,0.269,2.175,14
39,0.28,2.053,20
40,0.271,1.89,4
41,0.259,1.811,8
42,0.265,1.742,11
43,0.274,1.625,13
44,0.266,1.55,13
45,0.261,1.426,13
46,0.26,1.346,2
47,0.255,1.306,2
48,0.25,1.268,3
49,0.26,1.236,16
50,0.251,1.15,6
51,0.254,1.115,13
52,0.254,1.052,15
53,0.25,0.994,6
54,0.253,0.958,6
55,0.25,0.935,4
56,0.246,0.909,16
57,0.246,0.85,8
58,0.224,0.759,10
59,0.233,0.701,20
60,0.221,0.534,1
61,0.23,0.484,13
62,0.244,0.394,11
63,0.219,0.305,1
64,0.22,0.295,2
65,0.212,0.265,9
66,0.204,0.23,14
67,0.194,0.161,
