 ,X,Y,resin.duct.count
1,0.357,5.047,0
2,0.355,5.038,13
3,0.361,5.002,15
4,0.363,4.975,31
5,0.359,4.922,35
6,0.359,4.864,28
7,0.36,4.815,26
8,0.348,4.771,23
9,0.349,4.728,23
10,0.35,4.701,17
11,0.351,4.673,14
12,0.357,4.639,15
13,0.349,4.609,28
14,0.352,4.553,15
15,0.342,4.52,16
16,0.348,4.475,8
17,0.352,4.45,14
18,0.357,4.419,14
19,0.355,4.382,17
20,0.36,4.337,18
21,0.356,4.285,11
22,0.356,4.265,13
23,0.36,4.232,10
24,0.354,4.209,1
25,0.356,4.202,16
26,0.355,4.159,18
27,0.355,4.12,14
28,0.359,4.076,16
29,0.356,4.028,18
30,0.357,3.981,19
31,0.361,3.937,5
32,0.362,3.903,17
33,0.381,3.854,7
34,0.383,3.82,10
35,0.386,3.78,11
36,0.384,3.748,10
37,0.379,3.709,8
38,0.377,3.675,9
39,0.379,3.65,17
40,0.367,3.576,14
41,0.364,3.494,11
42,0.365,3.441,13
43,0.36,3.376,14
44,0.358,3.315,9
45,0.353,3.259,12
46,0.346,3.221,7
47,0.347,3.196,13
48,0.355,3.162,8
49,0.358,3.128,7
50,0.359,3.11,4
51,0.361,3.097,5
52,0.362,3.088,9
53,0.352,3.06,0
54,0.354,3.053,5
55,0.354,3.043,9
56,0.354,3.031,14
57,0.362,2.993,16
58,0.362,2.954,12
59,0.363,2.911,8
60,0.365,2.884,15
61,0.363,2.846,13
62,0.359,2.805,11
63,0.358,2.773,10
64,0.36,2.74,8
65,0.358,2.704,11
66,0.354,2.659,12
67,0.356,2.62,11
68,0.35,2.574,15
69,0.348,2.517,10
70,0.348,2.473,14
71,0.349,2.432,9
72,0.35,2.4,10
73,0.355,2.361,8
74,0.357,2.328,13
75,0.355,2.29,9
76,0.352,2.25,21
77,0.352,2.175,15
78,0.356,2.111,18
79,0.348,2.025,15
80,0.33,1.971,16
81,0.324,1.914,18
82,0.32,1.833,18
83,0.314,1.767,16
84,0.32,1.686,18
85,0.316,1.591,17
86,0.325,1.543,9
87,0.324,1.515,15
88,0.325,1.481,13
89,0.323,1.425,14
90,0.322,1.363,15
91,0.321,1.312,7
92,0.323,1.284,11
93,0.319,1.23,15
94,0.323,1.201,12
95,0.312,1.147,10
96,0.317,1.105,17
97,0.317,1.043,16
98,0.308,1.008,12
99,0.289,0.976,14
100,0.295,0.915,14
101,0.3,0.857,9
102,0.302,0.818,16
103,0.304,0.734,15
104,0.304,0.674,12
105,0.303,0.616,11
106,0.304,0.548,3
107,0.298,0.529,12
108,0.301,0.494,5
109,0.303,0.462,18
110,0.305,0.391,12
111,0.306,0.332,
