 ,X,Y,resin.duct.count
1,0.383,2.637,0
2,0.384,2.622,12
3,0.391,2.593,8
4,0.395,2.571,9
5,0.399,2.545,8
6,0.4,2.508,14
7,0.4,2.485,15
8,0.401,2.46,11
9,0.405,2.417,5
10,0.405,2.396,8
11,0.409,2.327,0
12,0.413,2.303,7
13,0.416,2.276,7
14,0.415,2.239,15
15,0.416,2.198,11
16,0.42,2.174,1
17,0.419,2.162,4
18,0.414,2.138,0
19,0.416,2.115,8
20,0.416,2.102,0
21,0.416,2.087,0
22,0.416,2.081,2
23,0.416,2.067,1
24,0.416,2.058,1
25,0.416,2.053,5
26,0.419,2.037,5
27,0.422,2.033,6
28,0.422,2.028,0
29,0.422,2.025,1
30,0.422,2.018,0
31,0.422,2.007,4
32,0.421,1.987,6
33,0.421,1.971,0
34,0.421,1.962,11
35,0.417,1.943,0
36,0.417,1.932,8
37,0.414,1.908,10
38,0.414,1.887,1
39,0.414,1.87,9
40,0.412,1.857,0
41,0.412,1.85,0
42,0.412,1.847,5
43,0.41,1.833,2
44,0.409,1.823,4
45,0.404,1.799,19
46,0.407,1.748,2
47,0.395,1.739,2
48,0.394,1.725,2
49,0.393,1.702,9
50,0.388,1.676,9
51,0.394,1.646,8
52,0.388,1.633,2
53,0.385,1.61,11
54,0.379,1.561,9
55,0.376,1.519,5
56,0.371,1.449,6
57,0.367,1.39,11
58,0.355,1.357,2
59,0.355,1.347,2
60,0.355,1.331,4
61,0.354,1.31,5
62,0.35,1.253,14
63,0.351,1.191,2
64,0.34,1.165,6
65,0.338,1.143,8
66,0.338,1.123,1
67,0.336,1.109,3
68,0.336,1.099,3
69,0.334,1.065,3
70,0.334,1.05,9
71,0.333,1.021,0
72,0.33,0.978,2
73,0.331,0.926,9
74,0.343,0.864,0
75,0.345,0.843,9
76,0.347,0.817,6
77,0.342,0.794,0
78,0.34,0.768,15
79,0.337,0.73,5
80,0.335,0.696,0
81,0.333,0.673,1
82,0.333,0.667,1
83,0.329,0.655,0
84,0.328,0.643,3
85,0.324,0.615,1
86,0.322,0.593,1
87,0.32,0.572,0
88,0.316,0.555,12
89,0.313,0.531,0
90,0.309,0.498,2
91,0.307,0.478,3
92,0.305,0.456,1
93,0.299,0.431,6
94,0.275,0.385,2
95,0.276,0.36,8
96,0.276,0.325,0
97,0.277,0.309,6
98,0.276,0.28,2
99,0.275,0.266,0
100,0.274,0.259,
