 ,X,Y,resin.duct.count
1,0.218,2.685,NA
2,0.234,2.685,NA
3,0.269,2.681,NA
4,0.308,2.648,NA
5,0.326,2.619,NA
6,0.337,2.602,4
7,0.352,2.567,7
8,0.366,2.537,11
9,0.391,2.502,2
10,0.401,2.485,11
11,0.413,2.46,18
12,0.444,2.412,27
13,0.48,2.342,29
14,0.513,2.291,19
15,0.531,2.246,8
16,0.54,2.199,18
17,0.57,2.098,16
18,0.575,2.055,22
19,0.586,1.955,17
20,0.609,1.891,20
21,0.613,1.813,17
22,0.607,1.691,22
23,0.605,1.582,15
24,0.603,1.51,22
25,0.613,1.429,9
26,0.613,1.362,6
27,0.624,1.337,7
28,0.626,1.323,2
29,0.629,1.307,19
30,0.642,1.231,17
31,0.637,1.15,13
32,0.635,1.091,9
33,0.635,1.068,12
34,0.634,1.024,8
35,0.631,0.999,11
36,0.623,0.976,1
37,0.623,0.966,4
38,0.622,0.948,15
39,0.622,0.905,12
40,0.618,0.889,0
41,0.618,0.882,10
42,0.618,0.859,13
43,0.618,0.808,0
44,0.619,0.792,16
45,0.618,0.694,15
46,0.612,0.656,17
47,0.61,0.603,13
48,0.608,0.531,3
49,0.607,0.515,12
50,0.61,0.483,0
51,0.612,0.455,14
52,0.611,0.39,13
53,0.613,0.336,
