 ,X,Y,resin.duct.count
1,0.532,1.512,NA
2,0.555,1.507,NA
3,0.584,1.482,NA
4,0.619,1.407,4
5,0.643,1.376,1
6,0.668,1.339,5
7,0.684,1.307,8
8,0.704,1.27,12
9,0.735,1.221,12
10,0.742,1.176,4
11,0.737,1.16,7
12,0.737,1.147,6
13,0.735,1.126,5
14,0.744,1.094,13
15,0.753,1.047,3
16,0.773,1.002,3
17,0.775,0.991,8
18,0.779,0.964,11
19,0.784,0.943,3
20,0.791,0.921,6
21,0.791,0.917,3
22,0.796,0.895,7
23,0.802,0.869,10
24,0.806,0.853,8
25,0.816,0.823,4
26,0.818,0.757,7
27,0.817,0.747,4
28,0.82,0.695,4
29,0.833,0.627,9
30,0.833,0.605,11
31,0.835,0.544,0
32,0.841,0.498,10
33,0.844,0.469,9
34,0.843,0.43,1
35,0.846,0.411,0
36,0.845,0.402,0
37,0.848,0.38,12
38,0.853,0.301,0
39,0.854,0.293,7
40,0.855,0.283,3
41,0.856,0.241,0
42,0.857,0.228,
