 ,X,Y,resin.duct.count
1,0.38,1.678,0
2,0.38,1.659,12
3,0.359,1.6,13
4,0.355,1.577,17
5,0.337,1.508,13
6,0.331,1.479,12
7,0.321,1.43,3
8,0.323,1.42,23
9,0.319,1.359,4
10,0.318,1.346,19
11,0.318,1.283,23
12,0.301,1.205,13
13,0.323,1.15,8
14,0.321,1.116,14
15,0.291,1.04,16
16,0.288,0.954,16
17,0.287,0.876,14
18,0.276,0.777,5
19,0.295,0.717,0
20,0.294,0.7,5
21,0.298,0.677,3
22,0.299,0.665,9
23,0.296,0.615,9
24,0.289,0.562,11
25,0.288,0.5,1
26,0.284,0.485,2
27,0.283,0.466,8
28,0.289,0.453,7
29,0.281,0.424,0
30,0.273,0.416,9
31,0.271,0.394,6
32,0.273,0.382,5
33,0.275,0.355,8
34,0.274,0.336,1
35,0.278,0.331,14
36,0.264,0.297,4
37,0.265,0.273,10
38,0.267,0.241,18
39,0.262,0.209,10
40,0.261,0.171,5
41,0.235,0.123,
