 ,X,Y,resin.duct.count
1,0.352,2.019,0
2,0.36,2.008,5
3,0.369,1.996,6
4,0.378,1.979,9
5,0.391,1.966,11
6,0.399,1.946,10
7,0.406,1.93,10
8,0.41,1.914,12
9,0.412,1.899,10
10,0.422,1.874,14
11,0.434,1.843,11
12,0.438,1.822,14
13,0.445,1.796,9
14,0.455,1.777,11
15,0.467,1.755,12
16,0.474,1.733,20
17,0.492,1.707,18
18,0.502,1.685,14
19,0.511,1.663,13
20,0.527,1.634,15
21,0.531,1.604,14
22,0.537,1.578,6
23,0.543,1.555,5
24,0.544,1.542,16
25,0.551,1.511,13
26,0.552,1.479,19
27,0.556,1.445,7
28,0.56,1.418,9
29,0.56,1.39,10
30,0.564,1.348,10
31,0.573,1.312,8
32,0.581,1.28,11
33,0.588,1.258,6
34,0.59,1.233,4
35,0.594,1.223,10
36,0.611,1.198,8
37,0.419,1.13,17
38,0.659,1.1,12
39,0.67,1.056,6
40,0.664,1.03,4
41,0.666,1.003,6
42,0.621,0.98,8
43,0.608,0.953,3
44,0.601,0.939,8
45,0.597,0.911,10
46,0.597,0.89,4
47,0.598,0.871,6
48,0.595,0.844,3
49,0.594,0.823,7
50,0.594,0.795,2
51,0.597,0.774,4
52,0.591,0.75,5
53,0.593,0.728,10
54,0.586,0.705,3
55,0.585,0.692,4
56,0.575,0.675,8
57,0.573,0.647,5
58,0.573,0.62,1
59,0.576,0.612,6
60,0.577,0.597,2
61,0.578,0.583,3
62,0.578,0.563,7
63,0.565,0.546,2
64,0.566,0.529,5
65,0.562,0.506,3
66,0.549,0.495,3
67,0.552,0.478,7
68,0.567,0.446,4
69,0.571,0.432,3
70,0.571,0.422,8
71,0.573,0.398,12
72,0.573,0.365,1
73,0.566,0.343,5
74,0.562,0.316,
