 ,X,Y,resin.duct.count
1,0.64,4.059,0
2,0.632,4.044,6
3,0.625,4.029,10
4,0.621,4.021,13
5,0.621,4.011,20
6,0.619,3.991,15
7,0.62,3.968,29
8,0.621,3.935,20
9,0.622,3.91,19
10,0.614,3.883,33
11,0.611,3.84,27
12,0.61,3.786,19
13,0.611,3.759,17
14,0.627,3.725,14
15,0.627,3.697,17
16,0.608,3.66,12
17,0.594,3.636,21
18,0.593,3.589,11
19,0.602,3.559,4
20,0.593,3.539,13
21,0.596,3.517,8
22,0.598,3.498,18
23,0.601,3.471,11
24,0.596,3.442,13
25,0.597,3.409,19
26,0.599,3.364,15
27,0.602,3.347,3
28,0.606,3.323,24
29,0.6,3.276,8
30,0.599,3.251,12
31,0.597,3.223,12
32,0.599,3.192,14
33,0.589,3.165,13
34,0.592,3.119,3
35,0.595,3.091,13
36,0.595,3.064,4
37,0.594,3.053,11
38,0.6,3.034,11
39,0.588,2.993,11
40,0.583,2.971,9
41,0.583,2.935,17
42,0.58,2.89,16
43,0.576,2.854,15
44,0.583,2.811,8
45,0.577,2.782,10
46,0.582,2.759,5
47,0.582,2.735,4
48,0.582,2.728,10
49,0.582,2.709,6
50,0.587,2.685,2
51,0.589,2.675,14
52,0.595,2.647,7
53,0.592,2.624,5
54,0.588,2.608,9
55,0.588,2.596,5
56,0.593,2.578,10
57,0.592,2.552,10
58,0.592,2.522,11
59,0.589,2.493,15
60,0.587,2.453,16
61,0.584,2.4,24
62,0.582,2.324,10
63,0.576,2.264,20
64,0.573,2.199,8
65,0.574,2.159,12
66,0.569,2.12,7
67,0.571,2.094,14
68,0.57,2.07,11
69,0.578,2.023,14
70,0.577,1.977,22
71,0.575,1.907,10
72,0.571,1.866,13
73,0.571,1.81,14
74,0.569,1.755,15
75,0.569,1.683,12
76,0.57,1.623,8
77,0.567,1.581,21
78,0.573,1.518,19
79,0.569,1.469,7
80,0.575,1.427,9
81,0.569,1.393,15
82,0.572,1.338,5
83,0.58,1.304,17
84,0.573,1.244,16
85,0.57,1.192,12
86,0.568,1.153,14
87,0.567,1.107,8
88,0.567,1.062,6
89,0.568,1.038,8
90,0.57,1.013,10
91,0.573,0.983,2
92,0.575,0.977,13
93,0.575,0.952,12
94,0.572,0.895,20
95,0.568,0.826,18
96,0.563,0.773,11
97,0.568,0.738,8
98,0.559,0.715,7
99,0.565,0.689,12
100,0.563,0.669,5
101,0.563,0.647,12
102,0.562,0.633,2
103,0.561,0.623,13
104,0.562,0.585,19
105,0.56,0.529,18
106,0.556,0.441,16
107,0.557,0.395,14
108,0.548,0.332,11
109,0.551,0.307,12
110,0.553,0.268,13
111,0.552,0.231,10
112,0.555,0.212,7
113,0.553,0.197,12
114,0.552,0.162,2
115,0.552,0.144,
