 ,X,Y,resin.duct.count
1,0.572,1.017,0
2,0.574,1.008,10
3,0.573,0.975,11
4,0.568,0.952,21
5,0.562,0.939,9
6,0.565,0.924,5
7,0.568,0.914,2
8,0.572,0.904,8
9,0.572,0.888,12
10,0.573,0.874,14
11,0.575,0.85,19
12,0.572,0.816,20
13,0.577,0.786,15
14,0.574,0.753,20
15,0.581,0.714,16
16,0.588,0.686,18
17,0.589,0.661,5
18,0.588,0.644,19
19,0.592,0.609,18
20,0.593,0.566,3
21,0.593,0.55,9
22,0.592,0.535,17
23,0.596,0.516,15
24,0.597,0.482,3
25,0.597,0.467,10
26,0.597,0.447,15
27,0.596,0.404,14
28,0.596,0.369,17
29,0.598,0.344,22
30,0.6,0.292,5
31,0.6,0.274,0
32,0.601,0.267,5
33,0.601,0.257,17
34,0.603,0.225,
