 ,X,Y,resin.duct.count
1,0.338,5.202,0
2,0.343,5.174,12
3,0.347,5.131,21
4,0.352,5.073,23
5,0.354,5.015,12
6,0.362,4.97,30
7,0.359,4.912,10
8,0.359,4.859,12
9,0.365,4.799,8
10,0.361,4.738,9
11,0.37,4.623,12
12,0.369,4.541,4
13,0.375,4.414,6
14,0.374,4.327,15
15,0.37,4.183,15
16,0.371,4.084,13
17,0.38,3.985,12
18,0.374,3.893,12
19,0.365,3.805,19
20,0.371,3.68,15
21,0.374,3.569,9
22,0.37,3.488,11
23,0.375,3.399,14
24,0.376,3.267,9
25,0.377,3.206,15
26,0.383,3.082,8
27,0.383,3.007,6
28,0.387,2.968,15
29,0.393,2.874,6
30,0.398,2.815,13
31,0.391,2.684,14
32,0.392,2.568,12
33,0.394,2.447,11
34,0.391,2.368,1
35,0.383,2.332,15
36,0.39,2.214,8
37,0.391,2.117,11
38,0.385,2.026,8
39,0.383,1.982,11
40,0.387,1.875,7
41,0.386,1.779,12
42,0.381,1.722,0
43,0.378,1.703,8
44,0.364,1.608,14
45,0.381,1.492,3
46,0.38,1.438,8
47,0.38,1.373,4
48,0.381,1.334,11
49,0.389,1.294,5
50,0.379,1.253,0
51,0.379,1.239,9
52,0.378,1.176,1
53,0.378,1.159,11
54,0.364,1.045,5
55,0.353,0.976,2
56,0.372,0.896,10
57,0.362,0.833,7
58,0.362,0.777,4
59,0.361,0.744,5
60,0.357,0.711,1
61,0.355,0.697,
