 ,X,Y,resin.duct.count
1,0.263,2.406,0
2,0.264,2.389,28
3,0.264,2.334,31
4,0.271,2.301,20
5,0.279,2.258,24
6,0.285,2.216,29
7,0.288,2.165,30
8,0.292,2.096,30
9,0.305,2.029,19
10,0.311,1.983,17
11,0.316,1.905,22
12,0.328,1.838,22
13,0.343,1.767,24
14,0.335,1.676,24
15,0.351,1.595,13
16,0.352,1.522,19
17,0.356,1.458,15
18,0.355,1.387,15
19,0.356,1.343,15
20,0.355,1.303,15
21,0.355,1.243,14
22,0.359,1.188,17
23,0.359,1.153,6
24,0.357,1.123,23
25,0.354,1.063,10
26,0.36,1.022,12
27,0.365,0.974,13
28,0.362,0.94,11
29,0.366,0.887,12
30,0.371,0.86,13
31,0.376,0.82,11
32,0.378,0.789,15
33,0.384,0.755,14
34,0.374,0.708,11
35,0.365,0.672,7
36,0.364,0.632,19
37,0.365,0.56,12
38,0.367,0.523,6
39,0.374,0.475,18
40,0.368,0.427,6
41,0.368,0.405,12
42,0.367,0.372,7
43,0.367,0.344,10
44,0.365,0.312,6
45,0.366,0.268,
