 ,X,Y,resin.duct.count
1,0.463,3.076,0
2,0.471,3.063,11
3,0.482,3.019,29
4,0.481,2.944,33
5,0.487,2.914,26
6,0.492,2.843,20
7,0.505,2.822,18
8,0.509,2.779,24
9,0.512,2.721,20
10,0.513,2.636,17
11,0.52,2.567,9
12,0.524,2.531,12
13,0.522,2.458,22
14,0.537,2.416,13
15,0.536,2.368,19
16,0.533,2.296,22
17,0.546,2.244,16
18,0.537,2.191,17
19,0.538,2.154,12
20,0.547,2.121,7
21,0.546,2.092,15
22,0.545,2.057,10
23,0.547,2.034,5
24,0.547,2.026,1
25,0.547,2.013,17
26,0.546,1.983,16
27,0.547,1.96,8
28,0.544,1.935,2
29,0.548,1.917,9
30,0.546,1.896,17
31,0.552,1.845,7
32,0.555,1.821,15
33,0.562,1.787,11
34,0.562,1.755,6
35,0.566,1.732,14
36,0.566,1.703,9
37,0.568,1.67,8
38,0.568,1.637,12
39,0.571,1.605,3
40,0.568,1.578,8
41,0.568,1.555,6
42,0.569,1.527,3
43,0.574,1.515,12
44,0.566,1.487,10
45,0.567,1.453,10
46,0.574,1.419,14
47,0.576,1.372,16
48,0.583,1.334,10
49,0.577,1.289,18
50,0.569,1.246,4
51,0.579,1.221,10
52,0.582,1.194,8
53,0.583,1.173,1
54,0.584,1.157,8
55,0.588,1.123,11
56,0.585,1.096,3
57,0.587,1.078,7
58,0.581,1.055,13
59,0.585,1.036,0
60,0.585,1.028,4
61,0.588,1,16
62,0.593,0.971,7
63,0.595,0.934,6
64,0.587,0.913,16
65,0.592,0.863,6
66,0.59,0.819,21
67,0.594,0.761,0
68,0.595,0.746,14
69,0.598,0.699,7
70,0.598,0.676,11
71,0.598,0.64,1
72,0.6,0.618,10
73,0.6,0.595,1
74,0.599,0.57,4
75,0.599,0.554,1
76,0.6,0.538,9
77,0.601,0.524,18
78,0.604,0.489,10
79,0.606,0.457,0
80,0.608,0.449,0
81,0.609,0.434,4
82,0.61,0.422,11
83,0.603,0.411,7
84,0.608,0.389,0
85,0.611,0.379,8
86,0.613,0.366,9
87,0.614,0.355,0
88,0.615,0.343,10
89,0.61,0.318,1
90,0.614,0.312,0
91,0.614,0.306,14
92,0.616,0.28,13
93,0.623,0.252,5
94,0.626,0.229,
