 ,X,Y,resin.duct.count
1,0.556,3.502,0
2,0.557,3.49,13
3,0.556,3.468,15
4,0.56,3.433,20
5,0.562,3.404,25
6,0.562,3.345,23
7,0.567,3.302,16
8,0.562,3.276,12
9,0.564,3.24,19
10,0.572,3.176,30
11,0.574,3.079,15
12,0.583,2.976,23
13,0.6,2.922,14
14,0.594,2.847,19
15,0.596,2.779,14
16,0.589,2.737,17
17,0.59,2.662,45
18,0.588,2.574,20
19,0.591,2.498,19
20,0.588,2.387,19
21,0.588,2.333,5
22,0.589,2.295,5
23,0.588,2.263,14
24,0.592,2.169,22
25,0.597,2.095,1
26,0.596,2.083,7
27,0.599,2.074,12
28,0.606,2.043,1
29,0.608,2.025,18
30,0.615,1.969,1
31,0.614,1.953,12
32,0.611,1.898,9
33,0.61,1.863,1
34,0.59,1.853,13
35,0.59,1.823,17
36,0.608,1.762,13
37,0.592,1.683,22
38,0.588,1.623,0
39,0.59,1.609,2
40,0.591,1.599,12
41,0.594,1.544,18
42,0.594,1.496,4
43,0.583,1.451,10
44,0.588,1.414,17
45,0.593,1.368,3
46,0.591,1.351,4
47,0.589,1.325,8
48,0.593,1.311,2
49,0.587,1.286,13
50,0.579,1.222,19
51,0.591,1.093,17
52,0.588,0.947,23
53,0.598,0.832,0
54,0.601,0.787,19
55,0.598,0.71,8
56,0.597,0.662,15
57,0.597,0.62,16
58,0.597,0.51,8
59,0.596,0.476,14
60,0.603,0.445,6
61,0.605,0.371,14
62,0.602,0.311,13
63,0.609,0.268,
