 ,X,Y,resin.duct.count
1,0.406,1.34,0
2,0.408,1.312,23
3,0.408,1.278,12
4,0.415,1.246,17
5,0.417,1.211,5
6,0.421,1.194,8
7,0.422,1.179,14
8,0.414,1.157,12
9,0.412,1.121,13
10,0.415,1.099,21
11,0.433,1.061,2
12,0.431,1.043,6
13,0.434,1.027,10
14,0.433,0.999,6
15,0.433,0.986,13
16,0.436,0.947,6
17,0.436,0.932,11
18,0.437,0.883,16
19,0.441,0.831,4
20,0.444,0.797,9
21,0.447,0.766,3
22,0.449,0.753,5
23,0.449,0.738,2
24,0.45,0.713,11
25,0.457,0.661,11
26,0.459,0.619,14
27,0.458,0.557,15
28,0.469,0.508,15
29,0.471,0.455,10
30,0.465,0.371,10
31,0.458,0.354,8
32,0.458,0.346,9
33,0.45,0.32,16
34,0.452,0.276,0
35,0.451,0.266,4
36,0.454,0.248,5
37,0.456,0.234,6
38,0.452,0.211,5
39,0.456,0.189,7
40,0.455,0.175,10
41,0.455,0.151,10
42,0.456,0.131,1
43,0.455,0.125,
