 ,X,Y,resin.duct.count
1,0.29,4.216,0
2,0.291,4.204,10
3,0.293,4.177,11
4,0.299,4.15,23
5,0.305,4.113,18
6,0.313,4.083,14
7,0.324,4.053,24
8,0.339,4.012,13
9,0.343,3.988,19
10,0.346,3.966,20
11,0.35,3.924,16
12,0.352,3.89,15
13,0.362,3.863,16
14,0.363,3.842,14
15,0.362,3.812,16
16,0.365,3.777,19
17,0.367,3.74,23
18,0.359,3.688,25
19,0.356,3.635,18
20,0.358,3.587,23
21,0.354,3.539,11
22,0.352,3.52,21
23,0.351,3.498,30
24,0.367,3.447,23
25,0.35,3.393,22
26,0.344,3.305,27
27,0.342,3.224,25
28,0.338,3.133,23
29,0.329,3.04,28
30,0.319,2.956,27
31,0.31,2.866,15
32,0.306,2.811,19
33,0.302,2.728,21
34,0.309,2.649,6
35,0.312,2.628,17
36,0.317,2.572,11
37,0.32,2.519,21
38,0.328,2.426,14
39,0.332,2.36,19
40,0.334,2.294,13
41,0.339,2.244,19
42,0.336,2.178,13
43,0.338,2.138,16
44,0.339,2.093,14
45,0.329,2.03,20
46,0.338,1.959,19
47,0.336,1.879,18
48,0.334,1.824,16
49,0.339,1.767,19
50,0.344,1.727,17
51,0.341,1.688,17
52,0.336,1.643,24
53,0.337,1.557,14
54,0.337,1.501,8
55,0.328,1.471,6
56,0.326,1.426,14
57,0.322,1.389,20
58,0.325,1.314,13
59,0.323,1.265,15
60,0.323,1.205,12
61,0.331,1.185,10
62,0.326,1.134,11
63,0.324,1.088,10
64,0.339,1.036,20
65,0.332,0.931,19
66,0.329,0.843,7
67,0.332,0.798,19
68,0.335,0.704,12
69,0.337,0.652,7
70,0.34,0.629,17
71,0.338,0.569,6
72,0.336,0.547,9
73,0.343,0.516,7
74,0.338,0.482,12
75,0.345,0.43,
