 ,X,Y,resin.duct.count
1,0.665,2.026,0
2,0.662,2.005,14
3,0.661,1.952,20
4,0.661,1.914,4
5,0.664,1.894,29
6,0.676,1.84,18
7,0.667,1.793,13
8,0.668,1.75,18
9,0.662,1.677,13
10,0.67,1.598,19
11,0.674,1.482,15
12,0.693,1.371,17
13,0.666,1.267,1
14,0.695,1.241,1
15,0.691,1.209,15
16,0.677,1.113,10
17,0.65,1.041,6
18,0.663,0.992,2
19,0.665,0.964,16
20,0.688,0.892,0
21,0.672,0.853,10
22,0.672,0.802,2
23,0.675,0.762,14
24,0.678,0.703,16
25,0.674,0.621,0
26,0.679,0.593,12
27,0.68,0.537,4
28,0.674,0.494,13
29,0.671,0.445,1
30,0.668,0.42,9
31,0.667,0.386,10
32,0.656,0.338,4
33,0.66,0.291,7
34,0.65,0.265,15
35,0.665,0.212,
