 ,X,Y,resin.duct.count
1,0.752,3.679,0
2,0.752,3.654,6
3,0.75,3.619,19
4,0.734,3.545,18
5,0.736,3.499,16
6,0.734,3.456,9
7,0.733,3.439,14
8,0.721,3.375,19
9,0.723,3.301,5
10,0.716,3.245,7
11,0.725,3.183,8
12,0.723,3.156,2
13,0.72,3.128,2
14,0.716,3.107,2
15,0.714,3.082,3
16,0.715,3.069,9
17,0.717,3.023,11
18,0.718,2.988,1
19,0.718,2.98,3
20,0.716,2.952,2
21,0.719,2.937,2
22,0.72,2.919,2
23,0.722,2.879,5
24,0.723,2.851,1
25,0.716,2.806,1
26,0.717,2.796,9
27,0.714,2.786,5
28,0.714,2.759,2
29,0.716,2.731,8
30,0.713,2.712,0
31,0.713,2.706,12
32,0.704,2.676,1
33,0.7,2.669,0
34,0.704,2.659,0
35,0.704,2.643,4
36,0.706,2.634,3
37,0.702,2.62,13
38,0.706,2.596,0
39,0.705,2.584,5
40,0.706,2.572,0
41,0.706,2.555,3
42,0.706,2.538,8
43,0.707,2.523,6
44,0.706,2.483,2
45,0.713,2.459,1
46,0.712,2.446,5
47,0.708,2.432,0
48,0.706,2.423,1
49,0.707,2.394,2
50,0.707,2.37,13
51,0.703,2.335,0
52,0.7,2.287,4
53,0.683,2.254,10
54,0.684,2.231,0
55,0.686,2.202,1
56,0.686,2.177,0
57,0.691,2.14,6
58,0.69,2.12,6
59,0.69,2.107,1
60,0.698,2.096,7
61,0.697,2.07,0
62,0.7,2.052,4
63,0.699,2.045,6
64,0.699,2.033,0
65,0.699,2.026,2
66,0.699,2.012,10
67,0.698,1.983,4
68,0.697,1.968,1
69,0.698,1.922,3
70,0.7,1.894,1
71,0.7,1.873,7
72,0.7,1.85,2
73,0.707,1.828,1
74,0.706,1.823,9
75,0.702,1.789,3
76,0.703,1.757,0
77,0.703,1.726,10
78,0.705,1.692,0
79,0.705,1.676,9
80,0.706,1.646,1
81,0.694,1.613,8
82,0.7,1.569,5
83,0.702,1.482,12
84,0.684,1.427,1
85,0.688,1.38,0
86,0.687,1.369,9
87,0.685,1.332,11
88,0.685,1.289,3
89,0.691,1.235,11
90,0.692,1.177,9
91,0.693,1.103,4
92,0.69,1.09,3
93,0.69,1.03,12
94,0.698,1.015,5
95,0.697,0.968,5
96,0.693,0.89,6
97,0.671,0.849,1
98,0.677,0.801,7
99,0.682,0.77,13
100,0.681,0.721,3
101,0.69,0.652,13
102,0.691,0.596,9
103,0.689,0.554,9
104,0.691,0.461,2
105,0.69,0.417,15
106,0.688,0.318,14
107,0.686,0.281,1
108,0.688,0.262,2
109,0.694,0.245,5
110,0.704,0.224,6
111,0.706,0.215,0
112,0.707,0.149,
