 ,X,Y,resin.duct.count
1,0.424,3.496,0
2,0.424,3.474,26
3,0.434,3.414,34
4,0.434,3.38,34
5,0.434,3.337,24
6,0.432,3.289,27
7,0.435,3.267,17
8,0.44,3.241,19
9,0.448,3.202,3
10,0.449,3.19,27
11,0.456,3.14,21
12,0.45,3.083,26
13,0.456,3.016,17
14,0.466,2.97,21
15,0.471,2.86,15
16,0.461,2.826,13
17,0.471,2.798,13
18,0.475,2.755,16
19,0.474,2.707,11
20,0.472,2.672,20
21,0.469,2.621,14
22,0.472,2.586,5
23,0.476,2.573,12
24,0.483,2.535,12
25,0.49,2.486,8
26,0.495,2.447,14
27,0.489,2.402,8
28,0.491,2.367,15
29,0.488,2.337,12
30,0.492,2.304,15
31,0.485,2.262,12
32,0.491,2.237,22
33,0.495,2.172,14
34,0.492,2.144,18
35,0.498,2.103,22
36,0.492,2.069,15
37,0.494,2.033,8
38,0.499,2.024,5
39,0.499,2.014,18
40,0.498,1.992,2
41,0.507,1.972,22
42,0.513,1.896,15
43,0.512,1.866,3
44,0.517,1.845,6
45,0.521,1.826,11
46,0.521,1.775,26
47,0.517,1.677,24
48,0.516,1.617,12
49,0.517,1.564,20
50,0.524,1.458,25
51,0.534,1.397,3
52,0.532,1.374,24
53,0.532,1.3,24
54,0.541,1.218,20
55,0.534,1.149,12
56,0.531,1.094,13
57,0.542,1.054,9
58,0.548,1.027,1
59,0.548,1.01,22
60,0.55,0.951,10
61,0.552,0.903,21
62,0.559,0.823,3
63,0.556,0.797,8
64,0.552,0.763,11
65,0.562,0.728,14
66,0.567,0.68,19
67,0.576,0.619,18
68,0.575,0.562,6
69,0.562,0.537,2
70,0.56,0.528,5
71,0.561,0.517,7
72,0.564,0.493,3
73,0.559,0.477,11
74,0.558,0.453,4
75,0.558,0.443,9
76,0.555,0.422,8
77,0.557,0.405,6
78,0.554,0.395,4
79,0.554,0.383,5
80,0.556,0.353,12
81,0.551,0.331,12
82,0.527,0.296,16
83,0.537,0.256,11
84,0.542,0.231,12
85,0.546,0.203,6
86,0.548,0.184,7
87,0.554,0.165,
