 ,X,Y,resin.duct.count
1,0.408,3.202,NA
2,0.421,3.199,NA
3,0.511,3.147,NA
4,0.517,3.088,12
5,0.537,3.041,15
6,0.587,2.992,10
7,0.598,2.973,9
8,0.615,2.958,8
9,0.629,2.947,17
10,0.646,2.933,8
11,0.662,2.922,3
12,0.677,2.919,14
13,0.691,2.916,2
14,0.691,2.905,4
15,0.693,2.9,12
16,0.676,2.846,16
17,0.689,2.817,7
18,0.697,2.79,16
19,0.723,2.741,11
20,0.763,2.695,4
21,0.777,2.64,7
22,0.776,2.588,0
23,0.779,2.571,3
24,0.759,2.496,5
25,0.759,2.453,8
26,0.743,2.38,6
27,0.76,2.325,18
28,0.743,2.26,5
29,0.739,2.226,13
30,0.736,2.189,3
31,0.734,2.141,1
32,0.735,2.129,6
33,0.735,2.09,11
34,0.746,2.041,4
35,0.729,2.006,11
36,0.729,1.968,8
37,0.742,1.915,0
38,0.742,1.9,13
39,0.736,1.826,8
40,0.738,1.765,5
41,0.732,1.727,14
42,0.723,1.649,4
43,0.725,1.598,17
44,0.707,1.502,11
45,0.707,1.393,14
46,0.712,1.296,4
47,0.691,1.275,3
48,0.7,1.231,15
49,0.702,1.154,0
50,0.699,1.1,8
51,0.698,1.028,2
52,0.698,0.992,13
53,0.704,0.908,8
54,0.701,0.853,10
55,0.699,0.799,8
56,0.7,0.735,7
57,0.699,0.677,2
58,0.7,0.652,12
59,0.7,0.607,0
60,0.703,0.577,8
61,0.708,0.555,9
62,0.705,0.509,2
63,0.708,0.474,0
64,0.708,0.459,12
65,0.708,0.41,3
66,0.71,0.388,2
67,0.711,0.355,8
68,0.721,0.309,4
69,0.736,0.246,
