 ,X,Y,resin.duct.count
1,0.344,4.523,NA
2,0.364,4.525,NA
3,0.398,4.525,NA
4,0.409,4.52,NA
5,0.443,4.489,4
6,0.458,4.429,7
7,0.473,4.396,12
8,0.493,4.335,10
9,0.515,4.274,18
10,0.542,4.211,19
11,0.563,4.156,7
12,0.577,4.126,22
13,0.58,4.11,11
14,0.589,4.095,21
15,0.601,4.065,11
16,0.617,4.042,8
17,0.626,4.02,10
18,0.634,3.99,5
19,0.644,3.957,11
20,0.654,3.931,6
21,0.661,3.901,2
22,0.663,3.876,9
23,0.667,3.836,12
24,0.672,3.797,12
25,0.681,3.77,13
26,0.685,3.721,14
27,0.685,3.674,2
28,0.686,3.645,3
29,0.691,3.62,12
30,0.691,3.585,7
31,0.684,3.539,20
32,0.694,3.474,10
33,0.691,3.399,6
34,0.697,3.333,16
35,0.686,3.238,14
36,0.677,3.151,13
37,0.683,3.071,10
38,0.685,2.978,4
39,0.679,2.918,10
40,0.683,2.862,17
41,0.69,2.816,14
42,0.673,2.766,15
43,0.665,2.712,14
44,0.67,2.667,4
45,0.664,2.647,12
46,0.668,2.603,12
47,0.667,2.558,1
48,0.673,2.536,12
49,0.688,2.509,1
50,0.679,2.472,49
51,0.69,2.371,5
52,0.682,2.32,19
53,0.673,2.227,12
54,0.678,2.162,16
55,0.687,2.095,17
56,0.681,1.986,12
57,0.687,1.921,7
58,0.676,1.875,14
59,0.676,1.811,14
60,0.672,1.732,16
61,0.665,1.63,13
62,0.691,1.546,9
63,0.695,1.496,11
64,0.671,1.453,3
65,0.677,1.421,17
66,0.67,1.349,2
67,0.671,1.332,10
68,0.673,1.276,4
69,0.668,1.226,35
70,0.664,1.143,21
71,0.66,1.116,4
72,0.663,1.099,19
73,0.656,1.039,11
74,0.639,0.968,13
75,0.651,0.91,25
76,0.637,0.731,5
77,0.638,0.684,15
78,0.647,0.623,15
79,0.657,0.486,25
80,0.65,0.432,16
81,0.648,0.392,11
82,0.647,0.371,15
83,0.639,0.294,
