 ,X,Y,resin.duct.count
1,0.627,3.87,0
2,0.629,3.858,5
3,0.627,3.846,18
4,0.624,3.809,30
5,0.629,3.745,27
6,0.645,3.679,31
7,0.662,3.61,21
8,0.668,3.577,9
9,0.672,3.543,10
10,0.673,3.519,8
11,0.68,3.492,7
12,0.685,3.444,15
13,0.686,3.398,10
14,0.691,3.364,6
15,0.68,3.342,17
16,0.692,3.307,4
17,0.698,3.282,12
18,0.692,3.253,6
19,0.696,3.217,2
20,0.693,3.194,2
21,0.692,3.176,8
22,0.694,3.156,4
23,0.696,3.133,11
24,0.695,3.108,9
25,0.692,3.089,11
26,0.7,3.074,1
27,0.705,3.069,3
28,0.708,3.055,11
29,0.71,3.03,4
30,0.709,3.009,6
31,0.711,2.983,11
32,0.717,2.953,5
33,0.715,2.916,19
34,0.72,2.865,3
35,0.721,2.847,7
36,0.724,2.818,3
37,0.727,2.797,7
38,0.729,2.782,4
39,0.731,2.774,6
40,0.721,2.758,1
41,0.726,2.745,10
42,0.726,2.718,2
43,0.727,2.694,9
44,0.73,2.676,6
45,0.731,2.659,3
46,0.735,2.65,4
47,0.729,2.634,4
48,0.733,2.614,2
49,0.733,2.59,12
50,0.733,2.561,9
51,0.734,2.519,10
52,0.733,2.491,1
53,0.733,2.471,11
54,0.738,2.438,6
55,0.733,2.408,7
56,0.745,2.393,2
57,0.745,2.384,1
58,0.748,2.377,2
59,0.749,2.359,11
60,0.751,2.316,12
61,0.753,2.248,14
62,0.744,2.182,6
63,0.764,2.151,7
64,0.754,2.107,12
65,0.751,2.041,4
66,0.747,2.015,16
67,0.748,1.955,12
68,0.751,1.898,6
69,0.751,1.87,17
70,0.747,1.808,2
71,0.741,1.769,22
72,0.734,1.712,11
73,0.739,1.671,16
74,0.723,1.626,9
75,0.736,1.584,10
76,0.739,1.546,10
77,0.75,1.467,18
78,0.746,1.403,6
79,0.733,1.351,10
80,0.74,1.313,9
81,0.73,1.297,6
82,0.732,1.269,15
83,0.732,1.198,9
84,0.735,1.147,8
85,0.743,1.081,6
86,0.733,1.053,12
87,0.726,1.008,2
88,0.718,0.988,10
89,0.72,0.958,6
90,0.714,0.941,2
91,0.721,0.912,3
92,0.714,0.884,6
93,0.718,0.853,16
94,0.719,0.782,11
95,0.719,0.726,4
96,0.723,0.681,19
97,0.723,0.609,1
98,0.713,0.574,9
99,0.716,0.549,9
100,0.721,0.509,2
101,0.724,0.491,10
102,0.728,0.463,9
103,0.728,0.443,13
104,0.736,0.419,
