 ,X,Y,resin.duct.count
1,0.682,1,0
2,0.682,0.979,3
3,0.685,0.967,7
4,0.685,0.951,5
5,0.685,0.932,9
6,0.686,0.897,14
7,0.685,0.861,19
8,0.69,0.791,6
9,0.685,0.766,14
10,0.693,0.725,3
11,0.692,0.709,13
12,0.692,0.685,2
13,0.696,0.662,5
14,0.696,0.635,1
15,0.696,0.626,3
16,0.696,0.617,0
17,0.693,0.607,1
18,0.695,0.596,16
19,0.695,0.582,6
20,0.698,0.557,1
21,0.698,0.54,1
22,0.697,0.522,8
23,0.693,0.497,0
24,0.696,0.487,14
25,0.696,0.46,5
26,0.682,0.429,1
27,0.685,0.41,8
28,0.686,0.39,15
29,0.69,0.332,0
30,0.689,0.298,13
31,0.689,0.261,4
32,0.692,0.217,10
33,0.685,0.186,1
34,0.684,0.175,3
35,0.683,0.166,0
36,0.684,0.154,
