 ,X,Y,resin.duct.count
1,0.627,3.74,0
2,0.62,3.727,10
3,0.63,3.688,36
4,0.626,3.617,40
5,0.612,3.5,34
6,0.603,3.462,41
7,0.59,3.357,20
8,0.566,3.297,25
9,0.537,3.205,24
10,0.507,3.105,31
11,0.503,2.971,23
12,0.497,2.84,19
13,0.507,2.764,27
14,0.507,2.669,24
15,0.538,2.599,15
16,0.533,2.553,1
17,0.538,2.522,28
18,0.538,2.418,3
19,0.539,2.383,22
20,0.53,2.334,10
21,0.525,2.259,13
22,0.524,2.198,16
23,0.515,2.138,1
24,0.513,2.106,26
25,0.509,2.009,4
26,0.507,1.981,19
27,0.511,1.881,20
28,0.517,1.793,26
29,0.529,1.701,25
30,0.524,1.593,19
31,0.512,1.548,7
32,0.513,1.505,0
33,0.508,1.475,25
34,0.511,1.369,24
35,0.508,1.264,12
36,0.513,1.216,6
37,0.517,1.192,11
38,0.507,1.142,23
39,0.517,1.066,9
40,0.512,0.972,6
41,0.515,0.944,1
42,0.513,0.929,18
43,0.515,0.872,2
44,0.515,0.856,12
45,0.512,0.809,14
46,0.512,0.76,1
47,0.508,0.746,15
48,0.512,0.711,7
49,0.515,0.684,6
50,0.516,0.662,12
51,0.521,0.615,7
52,0.52,0.593,6
53,0.522,0.57,9
54,0.52,0.539,4
55,0.512,0.495,6
56,0.512,0.464,8
57,0.503,0.439,11
58,0.503,0.378,2
59,0.503,0.369,19
60,0.499,0.341,
