 ,X,Y,resin.duct.count
1,0.281,6.379,0
2,0.281,6.345,27
3,0.28,6.294,15
4,0.283,6.26,37
5,0.285,6.197,23
6,0.288,6.119,10
7,0.288,6.079,12
8,0.292,6.037,10
9,0.291,6.012,11
10,0.302,5.989,8
11,0.299,5.97,13
12,0.297,5.938,3
13,0.301,5.921,17
14,0.291,5.864,5
15,0.293,5.815,0
16,0.293,5.81,8
17,0.291,5.792,2
18,0.286,5.772,12
19,0.287,5.724,22
20,0.314,5.548,22
21,0.309,5.382,5
22,0.32,5.315,2
23,0.319,5.307,17
24,0.317,5.292,0
25,0.317,5.277,2
26,0.312,5.253,5
27,0.316,5.244,12
28,0.309,5.208,3
29,0.309,5.197,5
30,0.31,5.17,4
31,0.31,5.161,5
32,0.31,5.137,2
33,0.309,5.113,8
34,0.303,5.068,4
35,0.303,5.057,4
36,0.302,5.039,2
37,0.302,5.032,3
38,0.302,5.018,4
39,0.301,4.987,11
40,0.306,4.945,5
41,0.311,4.904,7
42,0.312,4.878,2
43,0.313,4.842,3
44,0.313,4.828,12
45,0.319,4.763,7
46,0.312,4.678,3
47,0.308,4.63,4
48,0.311,4.614,10
49,0.312,4.547,3
50,0.312,4.512,5
51,0.312,4.475,10
52,0.312,4.4,11
53,0.312,4.365,7
54,0.318,4.306,2
55,0.315,4.286,2
56,0.308,4.227,12
57,0.311,4.183,0
58,0.318,4.146,6
59,0.317,4.107,11
60,0.318,4.086,2
61,0.318,4.076,6
62,0.317,4.059,5
63,0.321,4.008,1
64,0.319,3.997,21
65,0.311,3.848,15
66,0.323,3.712,23
67,0.315,3.517,21
68,0.308,3.35,18
69,0.315,3.258,2
70,0.309,3.242,8
71,0.314,3.23,6
72,0.309,3.207,5
73,0.307,3.183,5
74,0.301,3.161,10
75,0.314,3.095,4
76,0.307,3.054,9
77,0.307,2.982,13
78,0.304,2.906,11
79,0.307,2.828,9
80,0.292,2.744,3
81,0.296,2.689,10
82,0.295,2.627,7
83,0.295,2.583,13
84,0.292,2.487,1
85,0.299,2.461,3
86,0.299,2.436,21
87,0.295,2.297,17
88,0.298,2.163,1
89,0.302,2.13,15
90,0.305,2.087,11
91,0.306,1.989,6
92,0.292,1.959,14
93,0.3,1.828,8
94,0.307,1.736,7
95,0.309,1.685,12
96,0.326,1.638,8
97,0.322,1.59,14
98,0.329,1.53,15
99,0.317,1.409,12
100,0.313,1.321,3
101,0.315,1.298,3
102,0.314,1.277,6
103,0.313,1.248,8
104,0.312,1.194,7
105,0.312,1.164,15
106,0.32,1.08,10
107,0.318,1.022,6
108,0.298,0.973,5
109,0.315,0.95,7
110,0.312,0.937,2
111,0.315,0.915,11
112,0.313,0.861,3
113,0.31,0.847,8
114,0.318,0.807,2
115,0.318,0.802,10
116,0.32,0.774,7
117,0.315,0.711,4
118,0.315,0.687,17
119,0.316,0.578,11
120,0.308,0.534,9
121,0.306,0.44,6
122,0.306,0.413,5
123,0.309,0.375,20
124,0.319,0.3,5
125,0.32,0.293,11
126,0.323,0.281,0
127,0.323,0.276,15
128,0.332,0.217,
