 ,X,Y,resin.duct.count
1,0.27,5.828,0
2,0.296,5.769,11
3,0.3,5.665,6
4,0.314,5.616,17
5,0.33,5.571,16
6,0.376,5.45,18
7,0.388,5.329,11
8,0.415,5.198,26
9,0.443,5.032,15
10,0.444,4.894,10
11,0.452,4.766,13
12,0.457,4.625,15
13,0.456,4.432,18
14,0.466,4.352,11
15,0.455,4.282,9
16,0.447,4.219,13
17,0.481,4.039,16
18,0.472,3.908,10
19,0.463,3.819,5
20,0.464,3.72,11
21,0.456,3.615,6
22,0.436,3.544,8
23,0.45,3.468,6
24,0.447,3.43,0
25,0.448,3.408,0
26,0.449,3.395,7
27,0.444,3.361,0
28,0.443,3.344,0
29,0.443,3.333,0
30,0.439,3.327,5
31,0.438,3.31,2
32,0.437,3.302,1
33,0.436,3.291,6
34,0.436,3.258,0
35,0.434,3.245,1
36,0.432,3.236,0
37,0.432,3.225,9
38,0.435,3.16,8
39,0.43,3.066,7
40,0.428,3.03,0
41,0.427,3.007,5
42,0.425,2.962,10
43,0.43,2.92,0
44,0.43,2.904,1
45,0.43,2.89,1
46,0.423,2.885,2
47,0.424,2.881,2
48,0.424,2.857,5
49,0.423,2.823,4
50,0.418,2.75,6
51,0.437,2.678,9
52,0.434,2.538,6
53,0.444,2.459,3
54,0.445,2.431,5
55,0.451,2.334,5
56,0.457,2.272,5
57,0.455,2.237,6
58,0.446,2.126,5
59,0.447,2.055,8
60,0.455,1.976,2
61,0.453,1.927,8
62,0.453,1.851,2
63,0.463,1.823,4
64,0.46,1.753,3
65,0.46,1.706,9
66,0.469,1.636,8
67,0.468,1.553,4
68,0.474,1.476,10
69,0.484,1.413,5
70,0.488,1.348,5
71,0.484,1.292,1
72,0.486,1.268,2
73,0.487,1.237,9
74,0.486,1.183,6
75,0.49,1.115,7
76,0.487,1.051,0
77,0.487,1.024,6
78,0.492,0.968,1
79,0.498,0.928,6
80,0.5,0.897,5
81,0.497,0.867,1
82,0.496,0.818,1
83,0.498,0.799,8
84,0.491,0.771,3
85,0.485,0.762,6
86,0.485,0.75,1
87,0.484,0.724,9
88,0.482,0.684,4
89,0.484,0.671,7
90,0.484,0.638,7
91,0.486,0.579,0
92,0.473,0.552,2
93,0.468,0.535,3
94,0.464,0.525,8
95,0.47,0.484,5
96,0.471,0.435,
