 ,X,Y,resin.duct.count
1,0.376,5.252,0
2,0.375,5.235,8
3,0.386,5.203,16
4,0.392,5.134,7
5,0.4,5.12,15
6,0.393,5.093,1
7,0.394,5.079,14
8,0.405,5.062,5
9,0.4,5.047,10
10,0.401,5.025,9
11,0.398,5.003,14
12,0.4,4.973,6
13,0.396,4.948,11
14,0.402,4.915,8
15,0.401,4.895,2
16,0.402,4.883,5
17,0.402,4.876,8
18,0.399,4.865,9
19,0.403,4.843,10
20,0.409,4.811,11
21,0.41,4.781,9
22,0.407,4.738,14
23,0.41,4.664,10
24,0.413,4.612,15
25,0.414,4.583,5
26,0.418,4.554,14
27,0.423,4.515,13
28,0.421,4.463,10
29,0.423,4.398,14
30,0.432,4.322,14
31,0.431,4.26,12
32,0.434,4.199,12
33,0.43,4.168,3
34,0.437,4.15,12
35,0.425,4.127,12
36,0.44,4.072,14
37,0.437,4.037,13
38,0.439,4.019,4
39,0.448,3.986,3
40,0.451,3.974,8
41,0.452,3.952,5
42,0.453,3.933,10
43,0.441,3.914,4
44,0.445,3.875,11
45,0.446,3.854,5
46,0.441,3.831,4
47,0.446,3.799,11
48,0.443,3.77,14
49,0.473,3.652,11
50,0.48,3.581,13
51,0.471,3.513,13
52,0.467,3.437,16
53,0.472,3.394,13
54,0.471,3.322,16
55,0.467,3.242,17
56,0.463,3.208,21
57,0.463,3.146,8
58,0.458,3.121,8
59,0.47,3.087,16
60,0.468,3.054,21
61,0.468,2.992,11
62,0.464,2.945,2
63,0.463,2.928,13
64,0.462,2.892,12
65,0.46,2.875,9
66,0.452,2.835,12
67,0.458,2.794,11
68,0.46,2.765,4
69,0.462,2.746,7
70,0.466,2.692,17
71,0.468,2.649,0
72,0.467,2.637,19
73,0.471,2.573,4
74,0.472,2.55,6
75,0.473,2.52,16
76,0.473,2.474,10
77,0.476,2.44,9
78,0.479,2.394,3
79,0.482,2.377,8
80,0.484,2.359,6
81,0.487,2.342,7
82,0.492,2.32,4
83,0.493,2.289,4
84,0.492,2.276,10
85,0.494,2.248,13
86,0.489,2.211,10
87,0.485,2.155,10
88,0.485,2.098,5
89,0.485,2.072,10
90,0.479,2.047,9
91,0.478,2.008,4
92,0.478,1.992,11
93,0.483,1.971,3
94,0.487,1.953,0
95,0.486,1.946,11
96,0.485,1.925,6
97,0.484,1.899,1
98,0.48,1.891,5
99,0.497,1.869,2
100,0.499,1.861,4
101,0.493,1.838,3
102,0.492,1.83,10
103,0.492,1.814,5
104,0.487,1.772,18
105,0.488,1.699,11
106,0.487,1.652,8
107,0.483,1.606,13
108,0.482,1.568,11
109,0.481,1.517,6
110,0.484,1.497,5
111,0.48,1.463,6
112,0.479,1.417,14
113,0.482,1.376,7
114,0.477,1.336,9
115,0.483,1.314,7
116,0.482,1.29,7
117,0.482,1.266,3
118,0.477,1.251,8
119,0.48,1.226,2
120,0.48,1.215,10
121,0.479,1.169,10
122,0.475,1.133,10
123,0.476,1.097,4
124,0.485,1.068,12
125,0.479,1.023,5
126,0.48,0.999,9
127,0.483,0.961,6
128,0.482,0.937,2
129,0.486,0.904,5
130,0.487,0.881,12
131,0.487,0.836,11
132,0.485,0.79,0
133,0.48,0.776,0
134,0.482,0.769,14
135,0.482,0.729,12
136,0.485,0.697,1
137,0.485,0.681,1
138,0.483,0.669,7
139,0.482,0.656,5
140,0.484,0.642,5
141,0.486,0.628,8
142,0.485,0.607,12
143,0.486,0.547,16
144,0.485,0.464,4
145,0.486,0.425,16
146,0.485,0.343,5
147,0.487,0.301,12
148,0.49,0.249,10
149,0.497,0.204,10
150,0.5,0.171,
