 ,X,Y,resin.duct.count
1,0.48,5.404,0
2,0.479,5.369,15
3,0.508,5.288,9
4,0.515,5.253,12
5,0.518,5.216,8
6,0.526,5.19,7
7,0.532,5.167,18
8,0.55,5.101,4
9,0.563,5.063,11
10,0.587,5,3
11,0.589,4.98,1
12,0.591,4.967,5
13,0.591,4.94,11
14,0.603,4.868,13
15,0.613,4.822,17
16,0.592,4.754,15
17,0.593,4.668,14
18,0.603,4.561,17
19,0.587,4.488,5
20,0.589,4.433,8
21,0.543,4.349,5
22,0.547,4.3,8
23,0.543,4.239,10
24,0.547,4.213,1
25,0.549,4.183,13
26,0.551,4.133,5
27,0.553,4.117,8
28,0.555,4.092,3
29,0.557,4.077,7
30,0.559,4.027,11
31,0.549,3.905,11
32,0.557,3.825,11
33,0.553,3.71,18
34,0.538,3.536,9
35,0.535,3.475,4
36,0.535,3.454,11
37,0.536,3.424,6
38,0.541,3.344,6
39,0.539,3.265,11
40,0.539,3.159,6
41,0.534,3.088,15
42,0.548,2.937,4
43,0.548,2.875,0
44,0.545,2.845,12
45,0.552,2.75,4
46,0.553,2.726,10
47,0.545,2.641,8
48,0.541,2.546,8
49,0.538,2.48,2
50,0.538,2.422,9
51,0.53,2.326,0
52,0.531,2.289,9
53,0.528,2.212,0
54,0.527,2.188,12
55,0.531,2.146,6
56,0.53,2.078,9
57,0.527,2.002,8
58,0.523,1.93,10
59,0.525,1.82,7
60,0.518,1.723,3
61,0.527,1.677,4
62,0.524,1.633,11
63,0.517,1.532,10
64,0.517,1.427,9
65,0.517,1.359,3
66,0.502,1.327,11
67,0.508,1.27,3
68,0.505,1.245,12
69,0.506,1.209,3
70,0.508,1.179,7
71,0.508,1.145,7
72,0.512,1.118,4
73,0.512,1.094,0
74,0.512,1.089,10
75,0.515,1.078,0
76,0.515,1.068,15
77,0.514,1.038,4
78,0.514,1.031,14
79,0.517,0.973,1
80,0.52,0.948,3
81,0.519,0.916,12
82,0.518,0.83,4
83,0.523,0.809,3
84,0.524,0.783,7
85,0.528,0.744,6
86,0.535,0.677,
