 ,X,Y,resin.duct.count
1,0.453,6.73,0
2,0.433,6.646,5
3,0.414,6.582,6
4,0.399,6.542,11
5,0.373,6.501,23
6,0.358,6.468,17
7,0.342,6.386,14
8,0.313,6.271,12
9,0.262,6.202,15
10,0.265,6.109,16
11,0.258,6.032,9
12,0.251,5.978,8
13,0.253,5.938,12
14,0.253,5.841,8
15,0.253,5.781,7
16,0.245,5.694,16
17,0.236,5.572,12
18,0.238,5.5,1
19,0.238,5.483,17
20,0.239,5.369,9
21,0.251,5.261,17
22,0.231,5.131,3
23,0.236,5.1,12
24,0.245,5.041,8
25,0.244,4.998,6
26,0.246,4.975,13
27,0.245,4.932,8
28,0.243,4.879,11
29,0.249,4.768,18
30,0.245,4.628,14
31,0.238,4.475,14
32,0.233,4.35,15
33,0.23,4.217,15
34,0.234,4.09,17
35,0.236,3.964,16
36,0.24,3.885,10
37,0.244,3.854,8
38,0.247,3.802,11
39,0.236,3.749,1
40,0.235,3.73,14
41,0.229,3.691,7
42,0.229,3.656,11
43,0.204,3.628,9
44,0.209,3.606,12
45,0.206,3.575,9
46,0.209,3.554,0
47,0.209,3.548,4
48,0.209,3.538,12
49,0.214,3.488,14
50,0.206,3.423,12
51,0.197,3.345,5
52,0.196,3.308,18
53,0.215,3.228,8
54,0.215,3.207,7
55,0.23,3.172,12
56,0.289,2.976,4
57,0.295,2.953,21
58,0.291,2.856,4
59,0.275,2.801,9
60,0.249,2.757,5
61,0.25,2.705,9
62,0.249,2.616,12
63,0.26,2.56,15
64,0.278,2.465,10
65,0.274,2.385,6
66,0.274,2.337,12
67,0.267,2.226,14
68,0.277,2.103,13
69,0.28,2.039,9
70,0.285,1.948,13
71,0.285,1.839,11
72,0.278,1.768,13
73,0.269,1.708,12
74,0.28,1.596,11
75,0.286,1.489,9
76,0.28,1.416,1
77,0.263,1.382,9
78,0.265,1.331,1
79,0.265,1.312,12
80,0.258,1.262,12
81,0.25,1.197,10
82,0.255,1.14,10
83,0.265,1.062,1
84,0.259,1.033,5
85,0.256,1.02,11
86,0.258,0.95,8
87,0.242,0.916,12
88,0.253,0.809,11
89,0.257,0.728,11
90,0.255,0.664,15
91,0.272,0.586,0
92,0.278,0.548,11
93,0.286,0.517,7
94,0.23,0.469,11
95,0.263,0.395,7
96,0.253,0.348,1
97,0.251,0.332,6
98,0.252,0.316,13
99,0.252,0.249,0
100,0.253,0.227,
