 ,X,Y,resin.duct.count
1,0.517,4.055,0
2,0.501,4.048,5
3,0.46,4.011,8
4,0.455,3.966,9
5,0.449,3.953,11
6,0.438,3.939,11
7,0.432,3.908,12
8,0.403,3.878,9
9,0.391,3.85,16
10,0.378,3.826,12
11,0.373,3.802,23
12,0.362,3.774,22
13,0.351,3.739,21
14,0.339,3.698,14
15,0.34,3.678,1
16,0.338,3.666,4
17,0.338,3.656,4
18,0.34,3.651,4
19,0.343,3.644,4
20,0.343,3.638,0
21,0.344,3.629,5
22,0.346,3.614,1
23,0.347,3.611,5
24,0.351,3.595,16
25,0.348,3.573,6
26,0.35,3.558,10
27,0.349,3.536,8
28,0.351,3.518,7
29,0.351,3.498,3
30,0.35,3.484,11
31,0.341,3.463,12
32,0.331,3.417,9
33,0.328,3.387,17
34,0.332,3.322,12
35,0.333,3.285,20
36,0.335,3.227,7
37,0.331,3.195,12
38,0.325,3.148,15
39,0.321,3.068,7
40,0.316,3.025,17
41,0.313,2.892,12
42,0.308,2.802,22
43,0.303,2.702,14
44,0.307,2.597,20
45,0.305,2.48,16
46,0.303,2.384,21
47,0.311,2.233,21
48,0.304,2.137,19
49,0.3,2.052,22
50,0.311,1.923,20
51,0.315,1.777,13
52,0.307,1.676,20
53,0.315,1.558,16
54,0.309,1.471,14
55,0.317,1.415,17
56,0.318,1.346,17
57,0.32,1.271,16
58,0.32,1.194,41
59,0.317,1.133,15
60,0.325,1.1,7
61,0.325,1.086,11
62,0.326,1.066,3
63,0.332,1.054,6
64,0.326,1.027,14
65,0.32,1.006,7
66,0.319,0.985,11
67,0.322,0.96,13
68,0.327,0.922,5
69,0.33,0.904,21
70,0.312,0.795,16
71,0.318,0.738,17
72,0.317,0.676,21
73,0.325,0.578,4
74,0.328,0.556,21
75,0.336,0.506,4
76,0.341,0.46,18
77,0.347,0.383,14
78,0.359,0.308,
