 ,X,Y,resin.duct.count
1,0.645,3.161,0
2,0.642,3.128,14
3,0.642,3.087,13
4,0.647,3.044,19
5,0.645,2.982,19
6,0.647,2.936,14
7,0.65,2.872,21
8,0.648,2.793,5
9,0.651,2.705,15
10,0.651,2.607,11
11,0.662,2.536,3
12,0.658,2.497,12
13,0.663,2.421,9
14,0.657,2.332,0
15,0.657,2.299,14
16,0.665,2.232,0
17,0.665,2.198,8
18,0.641,2.158,2
19,0.644,2.126,12
20,0.641,2.07,0
21,0.638,2.038,20
22,0.634,1.954,6
23,0.633,1.887,6
24,0.627,1.831,13
25,0.645,1.752,10
26,0.651,1.68,12
27,0.637,1.575,0
28,0.638,1.511,5
29,0.64,1.489,1
30,0.647,1.439,15
31,0.646,1.36,14
32,0.641,1.268,8
33,0.643,1.196,0
34,0.643,1.17,1
35,0.643,1.136,4
36,0.643,1.101,14
37,0.638,1.054,0
38,0.638,1.039,0
39,0.631,0.998,6
40,0.626,0.966,11
41,0.623,0.935,0
42,0.632,0.917,1
43,0.626,0.888,8
44,0.626,0.809,12
45,0.611,0.748,1
46,0.611,0.715,19
47,0.62,0.615,0
48,0.61,0.566,14
49,0.615,0.503,6
50,0.617,0.429,1
51,0.617,0.416,36
52,0.617,0.325,14
53,0.619,0.277,6
54,0.605,0.256,13
55,0.605,0.205,
