 ,X,Y,resin.duct.count
1,0.756,6.245,NA
2,0.742,6.243,NA
3,0.72,6.226,NA
4,0.702,6.171,7
5,0.682,6.144,4
6,0.662,6.111,7
7,0.655,6.073,7
8,0.64,6.049,6
9,0.631,6.025,8
10,0.626,6.018,10
11,0.62,5.997,6
12,0.62,5.976,2
13,0.62,5.963,3
14,0.616,5.957,11
15,0.6,5.93,5
16,0.594,5.915,16
17,0.593,5.905,9
18,0.588,5.886,2
19,0.588,5.88,9
20,0.578,5.853,17
21,0.567,5.826,13
22,0.566,5.798,8
23,0.568,5.766,1
24,0.567,5.748,4
25,0.561,5.727,1
26,0.561,5.719,1
27,0.565,5.703,9
28,0.553,5.676,22
29,0.548,5.612,9
30,0.547,5.551,22
31,0.537,5.451,17
32,0.534,5.374,13
33,0.531,5.312,16
34,0.528,5.227,14
35,0.521,5.152,21
36,0.52,5.06,5
37,0.515,4.99,9
38,0.508,4.93,14
39,0.502,4.831,3
40,0.513,4.78,10
41,0.518,4.74,31
42,0.484,4.516,13
43,0.504,4.416,33
44,0.521,4.072,15
45,0.514,3.932,20
46,0.519,3.818,0
47,0.524,3.781,10
48,0.531,3.707,17
49,0.53,3.537,2
50,0.524,3.498,11
51,0.524,3.445,15
52,0.534,3.248,26
53,0.53,3.025,18
54,0.526,2.848,16
55,0.514,2.681,7
56,0.526,2.625,5
57,0.526,2.565,7
58,0.532,2.53,0
59,0.533,2.451,13
60,0.534,2.305,11
61,0.531,2.135,9
62,0.526,2.057,10
63,0.52,1.981,11
64,0.514,1.916,0
65,0.509,1.862,10
66,0.504,1.795,3
67,0.501,1.762,8
68,0.503,1.666,8
69,0.491,1.614,3
70,0.498,1.563,6
71,0.499,1.535,9
72,0.487,1.502,5
73,0.499,1.461,3
74,0.487,1.429,3
75,0.486,1.382,6
76,0.49,1.337,5
77,0.498,1.291,7
78,0.493,1.261,7
79,0.497,1.196,8
80,0.487,1.107,18
81,0.478,0.96,8
82,0.47,0.905,2
83,0.472,0.841,12
84,0.465,0.699,10
85,0.461,0.616,11
86,0.463,0.511,12
87,0.462,0.408,7
88,0.463,0.387,7
89,0.476,0.357,1
90,0.47,0.336,6
91,0.465,0.292,0
92,0.464,0.274,7
93,0.46,0.239,
