 ,X,Y,resin.duct.count
1,0.658,1.743,0
2,0.661,1.722,6
3,0.664,1.708,13
4,0.667,1.695,17
5,0.659,1.67,19
6,0.657,1.629,32
7,0.654,1.57,28
8,0.654,1.492,25
9,0.643,1.425,17
10,0.649,1.351,24
11,0.649,1.303,13
12,0.652,1.273,15
13,0.654,1.208,18
14,0.648,1.146,22
15,0.667,1.083,20
16,0.667,1.033,15
17,0.658,0.963,12
18,0.655,0.91,21
19,0.652,0.848,16
20,0.646,0.791,12
21,0.64,0.728,12
22,0.64,0.699,24
23,0.647,0.638,4
24,0.651,0.607,15
25,0.653,0.57,13
26,0.649,0.532,7
27,0.663,0.508,5
28,0.65,0.473,7
29,0.656,0.449,14
30,0.67,0.415,6
31,0.676,0.401,15
32,0.672,0.356,4
33,0.67,0.32,19
34,0.664,0.26,6
35,0.671,0.183,
