 ,X,Y,resin.duct.count
1,0.859,2.136,0
2,0.857,2.119,11
3,0.855,2.093,13
4,0.843,2.051,10
5,0.841,2.01,12
6,0.837,1.963,19
7,0.833,1.923,23
8,0.817,1.857,33
9,0.804,1.79,23
10,0.802,1.742,23
11,0.797,1.673,20
12,0.795,1.615,23
13,0.79,1.552,21
14,0.791,1.468,21
15,0.787,1.399,16
16,0.79,1.328,19
17,0.789,1.269,25
18,0.777,1.2,13
19,0.779,1.154,6
20,0.781,1.125,10
21,0.782,1.079,10
22,0.784,1.03,12
23,0.781,0.983,9
24,0.77,0.951,14
25,0.766,0.909,7
26,0.764,0.873,15
27,0.763,0.816,14
28,0.763,0.757,13
29,0.768,0.704,7
30,0.765,0.673,17
31,0.768,0.642,7
32,0.765,0.614,10
33,0.764,0.587,12
34,0.76,0.551,13
35,0.759,0.517,9
36,0.762,0.478,16
37,0.763,0.435,12
38,0.758,0.404,3
39,0.794,0.372,12
40,0.779,0.334,4
41,0.768,0.314,15
42,0.768,0.29,4
43,0.764,0.274,8
44,0.762,0.248,
