 ,X,Y,resin.duct.count
1,0.625,3.564,NA
2,0.647,3.565,NA
3,0.578,3.562,NA
4,0.527,3.528,NA
5,0.501,3.46,NA
6,0.475,3.392,8
7,0.458,3.353,6
8,0.436,3.299,10
9,0.42,3.262,15
10,0.399,3.215,11
11,0.386,3.177,23
12,0.385,3.136,6
13,0.383,3.107,6
14,0.384,3.095,6
15,0.382,3.085,4
16,0.375,3.078,11
17,0.372,3.038,11
18,0.368,2.99,9
19,0.367,2.953,9
20,0.358,2.905,12
21,0.345,2.853,6
22,0.344,2.825,5
23,0.337,2.782,8
24,0.334,2.757,4
25,0.33,2.727,9
26,0.321,2.695,4
27,0.322,2.66,6
28,0.322,2.613,11
29,0.298,2.571,1
30,0.307,2.561,6
31,0.308,2.527,7
32,0.308,2.513,0
33,0.311,2.502,8
34,0.308,2.472,1
35,0.31,2.45,2
36,0.308,2.432,0
37,0.308,2.408,1
38,0.308,2.398,9
39,0.315,2.333,6
40,0.312,2.283,18
41,0.323,2.222,2
42,0.309,2.143,10
43,0.319,2.073,4
44,0.33,2.005,7
45,0.318,1.955,5
46,0.324,1.922,5
47,0.324,1.914,2
48,0.319,1.903,0
49,0.325,1.887,11
50,0.326,1.853,3
51,0.322,1.798,2
52,0.309,1.734,2
53,0.312,1.714,6
54,0.309,1.686,0
55,0.313,1.678,7
56,0.306,1.635,2
57,0.305,1.614,5
58,0.304,1.583,4
59,0.305,1.569,6
60,0.296,1.548,0
61,0.302,1.524,5
62,0.303,1.461,11
63,0.302,1.404,11
64,0.297,1.278,14
65,0.293,1.099,1
66,0.288,1.066,0
67,0.279,1.018,16
68,0.29,0.822,9
69,0.292,0.772,6
70,0.295,0.696,15
71,0.3,0.574,11
72,0.303,0.546,5
73,0.304,0.473,7
74,0.316,0.427,4
75,0.314,0.358,
