 ,X,Y,resin.duct.count
1,0.808,2.646,NA
2,0.772,2.64,NA
3,0.71,2.542,10
4,0.684,2.466,3
5,0.671,2.391,2
6,0.675,2.358,3
7,0.674,2.341,7
8,0.673,2.316,6
9,0.662,2.296,10
10,0.663,2.269,10
11,0.66,2.251,10
12,0.642,2.206,4
13,0.638,2.158,6
14,0.637,2.103,5
15,0.629,2.059,4
16,0.624,2.026,3
17,0.622,2.002,6
18,0.612,1.952,0
19,0.605,1.932,13
20,0.605,1.889,6
21,0.604,1.859,4
22,0.602,1.826,3
23,0.598,1.801,9
24,0.59,1.759,8
25,0.59,1.735,2
26,0.59,1.723,2
27,0.591,1.713,4
28,0.59,1.704,5
29,0.582,1.693,1
30,0.58,1.68,2
31,0.581,1.669,3
32,0.577,1.658,1
33,0.572,1.644,1
34,0.57,1.634,2
35,0.569,1.629,3
36,0.56,1.602,6
37,0.557,1.562,5
38,0.554,1.536,1
39,0.546,1.522,5
40,0.544,1.506,5
41,0.541,1.489,0
42,0.536,1.472,1
43,0.535,1.465,6
44,0.534,1.449,7
45,0.537,1.436,5
46,0.538,1.426,10
47,0.511,1.401,7
48,0.515,1.379,4
49,0.516,1.364,8
50,0.519,1.317,10
51,0.523,1.26,0
52,0.527,1.246,9
53,0.53,1.194,0
54,0.531,1.166,5
55,0.524,1.1,3
56,0.524,1.078,5
57,0.53,1.036,3
58,0.535,1.001,4
59,0.535,0.989,6
60,0.531,0.956,1
61,0.53,0.931,2
62,0.532,0.909,3
63,0.533,0.884,2
64,0.534,0.855,3
65,0.538,0.836,8
66,0.54,0.804,2
67,0.543,0.768,2
68,0.542,0.745,8
69,0.543,0.717,3
70,0.542,0.698,5
71,0.547,0.673,3
72,0.546,0.659,7
73,0.536,0.637,4
74,0.533,0.609,1
75,0.528,0.605,2
76,0.515,0.597,5
77,0.496,0.565,4
78,0.492,0.53,
