 ,X,Y,resin.duct.count
1,0.597,3.339,0
2,0.619,3.296,16
3,0.666,3.246,38
4,0.745,3.105,32
5,0.765,3.009,21
6,0.763,2.919,28
7,0.782,2.797,21
8,0.792,2.674,9
9,0.807,2.612,26
10,0.79,2.457,11
11,0.805,2.349,15
12,0.824,2.214,14
13,0.802,2.039,19
14,0.822,1.867,9
15,0.835,1.811,13
16,0.819,1.703,15
17,0.837,1.594,11
18,0.838,1.542,16
19,0.83,1.467,18
20,0.839,1.401,18
21,0.829,1.306,15
22,0.832,1.207,15
23,0.834,1.136,7
24,0.837,1.069,14
25,0.83,1.009,1
26,0.817,0.975,11
27,0.817,0.93,9
28,0.806,0.883,11
29,0.804,0.842,3
30,0.802,0.787,12
31,0.787,0.718,6
32,0.795,0.665,13
33,0.799,0.571,2
34,0.794,0.515,9
35,0.798,0.464,10
36,0.807,0.39,11
37,0.802,0.345,7
38,0.803,0.317,7
39,0.803,0.272,1
40,0.802,0.23,
